N	pheno	LRT_Variance	Pval_Variance	Sum of V(G)_Vp_SE	Sum of V(G)_Vp_Variance	V(G1)_SE	V(G1)_Variance	V(G1)_Vp_SE	V(G1)_Vp_Variance	V(G2)_SE	V(G2)_Variance	V(G2)_Vp_SE	V(G2)_Vp_Variance	V(G3)_SE	V(G3)_Variance	V(G3)_Vp_SE	V(G3)_Vp_Variance	V(G4)_SE	V(G4)_Variance	V(G4)_Vp_SE	V(G4)_Vp_Variance	V(e)_SE	V(e)_Variance	Vp_SE	Vp_Variance	df_Variance	logL_Variance	logL0_Variance	n_Variance
5000	pheno_817	0.45	0.2511	0.466169	0.89863	0.227909	0.150219	0.231369	0.152542	0.234528	0.024531	0.238154	0.02491	0.231247	0.444941	0.234316	0.451822	0.233551	0.265254	0.236986	0.269356	0.459	0.099827	0.019718	0.98477	1.0	-2462.857	-2463.083	5000.0
1000	pheno_818	0.0	0.5	2.34022	0.348547	1.089062	1e-06	1.145644	1e-06	1.088563	0.239882	1.145389	0.252345	1.037032	0.091449	1.091059	0.0962	1.15247	1e-06	1.212347	1e-06	2.225036	0.619279	0.042532	0.950611	1.0	-479.356	-479.151	1000.0
5000	pheno_818	0.205	0.3253	0.464691	0.81118	0.233204	0.078981	0.234492	0.079422	0.237713	0.462915	0.238518	0.4655	0.232745	0.264779	0.233873	0.266257	0.22831	1e-06	0.229584	1e-06	0.461995	0.187772	0.01991	0.994447	1.0	-2487.189	-2487.292	5000.0
10000	pheno_818	0.0	0.5	0.233254	0.219075	0.117183	1e-06	0.119616	1e-06	0.119347	0.165589	0.121761	0.169027	0.116486	0.035693	0.118903	0.036434	0.114629	0.013336	0.117009	0.013613	0.228615	0.765043	0.013858	0.979662	1.0	-4900.788	-4900.741	10000.0
5000	pheno_819	0.0	0.5	0.479071	0.435166	0.259482	0.024422	0.24341	0.02291	0.259596	1e-06	0.243518	1e-06	0.255756	0.344752	0.239683	0.323399	0.253295	0.094723	0.237597	0.088856	0.510608	0.602127	0.021831	1.066025	1.0	-2549.266	-2546.628	5000.0
10000	pheno_819	0.062	0.40138	0.230074	0.301211	0.12177	0.030831	0.12173	0.030822	0.122232	0.02798	0.122193	0.027972	0.117746	0.010738	0.117709	0.010735	0.11746	0.231754	0.117288	0.231683	0.230181	0.699003	0.014153	1.000307	1.0	-5003.672	-5003.703	10000.0
5000	pheno_820	3.261	0.035482	0.471284	0.999999	0.242539	0.409231	0.239359	0.404543	0.244298	0.199742	0.24142	0.197454	0.235587	1e-06	0.232888	1e-06	0.236598	0.402612	0.233514	0.398001	0.476745	1e-06	0.020257	1.011587	1.0	-2528.981	-2530.612	5000.0
10000	pheno_820	0.0	0.5	0.243512	0.092776	0.142317	1e-06	0.128215	1e-06	0.143642	0.095288	0.129406	0.085846	0.137297	1e-06	0.123692	1e-06	0.13278	0.007691	0.119623	0.006928	0.270464	1.007012	0.016531	1.109993	1.0	-5037.609	-5024.509	10000.0
10000	pheno_822	0.125	0.36195	0.23174	0.323336	0.121424	0.014766	0.120965	0.014711	0.121963	0.230891	0.121383	0.230019	0.118696	1e-06	0.118247	1e-06	0.11648	0.078904	0.116028	0.078605	0.23262	0.679231	0.014201	1.003793	1.0	-5021.344	-5021.406	10000.0
10000	pheno_823	0.0	0.5	0.237961	0.023139	0.132928	1e-06	0.124006	1e-06	0.133507	0.016718	0.124547	0.015596	0.130691	0.008084	0.121919	0.007541	0.128815	1e-06	0.120169	1e-06	0.255408	1.047148	0.015698	1.071952	1.0	-5016.527	-5008.436	10000.0
10000	pheno_825	0.0	0.5	0.231567	0.248566	0.125983	1e-06	0.121106	1e-06	0.126651	1e-06	0.121748	1e-06	0.122697	0.157771	0.117894	0.151664	0.121234	0.100802	0.11652	0.0969	0.240979	0.781693	0.014715	1.040268	1.0	-5200.304	-5200.302	10000.0
5000	pheno_825	3.029	0.040888	0.460409	0.820753	0.225963	0.355855	0.23583	0.371912	0.226257	1e-06	0.236466	1e-06	0.221356	0.152437	0.231298	0.159315	0.225502	0.277026	0.235489	0.289526	0.440424	0.171508	0.019153	0.956826	1.0	-2391.274	-2392.788	5000.0
5000	pheno_826	0.0	0.5	0.462001	0.175725	0.240598	1e-06	0.239633	1e-06	0.236873	0.129355	0.235902	0.128836	0.236479	0.047076	0.235532	0.046888	0.233851	1e-06	0.232913	1e-06	0.464011	0.827596	0.020083	1.004029	1.0	-2514.207	-2514.131	5000.0
10000	pheno_826	0.0	0.5	0.232989	0.116345	0.124343	0.017348	0.12044	0.016804	0.127536	0.035779	0.123532	0.034656	0.121363	0.066986	0.117548	0.064885	0.121401	1e-06	0.117591	1e-06	0.240778	0.91228	0.014748	1.032394	1.0	-5064.563	-5063.605	10000.0
1000	pheno_828	0.0	0.5	2.776106	0.999999	1.997278	0.242054	1.410034	0.170882	1.914102	0.356076	1.351463	0.251378	2.000959	0.047213	1.412653	0.033331	1.976414	0.771151	1.395224	0.544408	3.932341	1e-06	0.074414	1.416495	1.0	-540.19	-517.109	1000.0
10000	pheno_828	0.477	0.24491	0.231828	0.093691	0.119813	0.000894	0.120864	0.000902	0.119804	1e-06	0.120855	1e-06	0.11924	1e-06	0.120286	1e-06	0.114269	0.09198	0.115261	0.092787	0.230046	0.898431	0.01402	0.991307	1.0	-4962.065	-4962.303	10000.0
10000	pheno_831	0.0	0.5	0.232569	0.564059	0.121869	1e-06	0.119728	1e-06	0.123881	0.270256	0.121548	0.265509	0.119858	0.082353	0.117741	0.080906	0.120665	0.221533	0.118438	0.217642	0.236582	0.443736	0.014406	1.017879	1.0	-5088.884	-5088.762	10000.0
10000	pheno_832	2.374	0.061688	0.230204	0.281177	0.119442	0.172292	0.120192	0.17348	0.118592	0.021896	0.119409	0.022047	0.119097	0.085064	0.119902	0.08565	0.115074	1e-06	0.115867	1e-06	0.228679	0.713902	0.01405	0.993154	1.0	-4968.341	-4969.528	10000.0
10000	pheno_833	0.214	0.32187	0.228585	0.958009	0.119339	0.055367	0.119561	0.055474	0.11927	0.009428	0.1195	0.009446	0.117576	0.091282	0.117783	0.091458	0.117158	0.800084	0.115738	0.801631	0.22811	0.04191	0.014183	0.99807	1.0	-4970.529	-4970.636	10000.0
10000	pheno_834	4.499	0.016954	0.234376	0.091418	0.128461	0.029713	0.122094	0.028241	0.129295	0.056552	0.122885	0.053749	0.126579	1e-06	0.120307	1e-06	0.12529	0.009919	0.119082	0.009427	0.246859	0.95595	0.015126	1.052135	1.0	-5097.64	-5099.89	10000.0
10000	pheno_835	0.0	0.5	0.233023	0.433877	0.12298	0.012297	0.119864	0.011985	0.123856	1e-06	0.120718	1e-06	0.12053	0.028431	0.117475	0.02771	0.121128	0.404426	0.117671	0.394181	0.238996	0.580838	0.01462	1.025993	1.0	-5062.749	-5062.341	10000.0
5000	pheno_835	0.0	0.5	0.455928	0.493004	0.236626	1e-06	0.234168	1e-06	0.239005	0.230575	0.236405	0.22818	0.236779	0.2367	0.234192	0.234241	0.231126	0.030904	0.228724	0.030583	0.460631	0.512317	0.020218	1.010497	1.0	-2528.989	-2528.986	5000.0
5000	pheno_836	0.0	0.5	0.473152	0.153615	0.253566	1e-06	0.240163	1e-06	0.258002	0.109228	0.244354	0.103455	0.25385	0.052958	0.240427	0.050159	0.249268	1e-06	0.236092	1e-06	0.499723	0.893619	0.021853	1.055807	1.0	-2474.47	-2468.75	5000.0
5000	pheno_837	0.924	0.16827	0.45127	0.367858	0.23369	0.130045	0.236628	0.131692	0.231719	0.23321	0.234564	0.236164	0.229602	1e-06	0.232511	1e-06	0.226057	1e-06	0.228921	1e-06	0.44558	0.624235	0.019753	0.987492	1.0	-2472.972	-2473.433	5000.0
10000	pheno_837	0.0	0.5	0.23547	0.21198	0.123652	1e-06	0.12132	1e-06	0.125043	1e-06	0.122685	1e-06	0.120849	0.202092	0.11848	0.198281	0.118959	0.01396	0.116716	0.013697	0.24011	0.803165	0.014547	1.01922	1.0	-5009.546	-5009.474	10000.0
10000	pheno_838	2.35	0.062637	0.229491	0.766731	0.12124	0.127462	0.120244	0.126454	0.124134	0.641321	0.122178	0.63625	0.119354	0.004058	0.11841	0.004026	0.116524	1e-06	0.115603	1e-06	0.231185	0.235128	0.014402	1.00797	1.0	-4954.172	-4955.347	10000.0
5000	pheno_838	0.0	0.5	0.461584	0.948491	0.238048	1e-06	0.236806	1e-06	0.236545	0.390287	0.234987	0.388251	0.237101	0.301068	0.235675	0.299498	0.232389	0.262109	0.23104	0.260742	0.463963	0.051779	0.020123	1.005244	1.0	-2514.683	-2514.63	5000.0
5000	pheno_839	0.0	0.5	0.492683	0.295294	0.275034	0.015918	0.250333	0.014488	0.27436	1e-06	0.24972	1e-06	0.273094	1e-06	0.248567	1e-06	0.273673	0.308512	0.248959	0.280804	0.541245	0.774241	0.023261	1.098672	1.0	-2471.055	-2455.718	5000.0
5000	pheno_841	0.0	0.5	0.465566	0.417002	0.238888	1e-06	0.234341	1e-06	0.244239	0.41778	0.239263	0.409828	0.241449	0.007312	0.236855	0.007172	0.234818	1e-06	0.230349	1e-06	0.474488	0.59431	0.020398	1.019403	1.0	-2551.373	-2551.175	5000.0
10000	pheno_843	0.0	0.5	0.24026	0.048911	0.133558	1e-06	0.124191	1e-06	0.134817	0.036543	0.125363	0.03398	0.131466	0.013648	0.122245	0.01269	0.126857	0.002408	0.117959	0.002239	0.258658	1.022831	0.015778	1.075431	1.0	-5020.13	-5007.14	10000.0
5000	pheno_844	79.944	0.0	0.499706	0.274273	0.29483	0.270097	0.257739	0.236188	0.291451	0.04355	0.254859	0.038083	0.293182	1e-06	0.256375	1e-06	0.290272	1e-06	0.253831	1e-06	0.571353	0.829916	0.024795	1.143565	1.0	-2467.978	-2507.95	5000.0
10000	pheno_846	1.571	0.105	0.228881	0.63836	0.119767	0.067532	0.120161	0.067755	0.120229	1e-06	0.120626	1e-06	0.11911	0.568723	0.118771	0.570603	0.116648	1e-06	0.117034	1e-06	0.227962	0.360449	0.014123	0.996705	1.0	-4975.809	-4976.594	10000.0
5000	pheno_847	0.0	0.5	0.457473	0.466014	0.236083	1e-06	0.235896	1e-06	0.236039	0.307166	0.23566	0.306923	0.23988	0.159216	0.239647	0.15909	0.231129	1e-06	0.230946	1e-06	0.457737	0.534409	0.020023	1.000793	1.0	-2505.05	-2505.045	5000.0
10000	pheno_847	0.0	0.5	0.23399	0.66347	0.120444	1e-06	0.119855	1e-06	0.123674	0.268368	0.122896	0.267056	0.118644	0.073917	0.11805	0.073556	0.11777	0.324444	0.116931	0.322858	0.234993	0.338183	0.01423	1.004914	1.0	-5022.142	-5022.14	10000.0
1000	pheno_848	0.0	0.5	2.331932	0.999999	1.034869	0.010632	1.138584	0.011697	1.048647	0.40329	1.153909	0.443701	1.079022	0.494999	1.187264	0.5446	1.056882	1e-06	1.162786	1e-06	2.119544	1e-06	0.040668	0.908922	1.0	-456.209	-456.209	1000.0
5000	pheno_848	0.0	0.5	0.457787	0.30874	0.232088	1e-06	0.229944	1e-06	0.240945	1e-06	0.238719	1e-06	0.239349	0.025155	0.237138	0.024922	0.237934	0.286463	0.235554	0.283816	0.462093	0.697707	0.020193	1.009326	1.0	-2526.312	-2526.306	5000.0
5000	pheno_849	0.21	0.32327	0.463153	0.290396	0.227892	0.102432	0.236669	0.106391	0.235531	1e-06	0.244634	1e-06	0.225703	0.10793	0.234396	0.112101	0.22198	0.069228	0.230549	0.071903	0.445989	0.6832	0.019259	0.962791	1.0	-2408.754	-2408.859	5000.0
10000	pheno_849	3.65	0.028037	0.232664	0.045564	0.122083	0.013265	0.120295	0.013071	0.123955	0.031715	0.122139	0.03125	0.118586	0.001261	0.116849	0.001242	0.118535	1e-06	0.1168	1e-06	0.236473	0.968619	0.014353	1.01486	1.0	-5078.289	-5080.113	10000.0
1000	pheno_850	0.0	0.5	2.415444	0.357223	1.249262	1e-06	1.23184	1e-06	1.180188	0.209826	1.16383	0.2069	1.179604	0.152447	1.163241	0.150321	1.147692	1e-06	1.131687	1e-06	2.45026	0.651868	0.045383	1.014143	1.0	-510.15	-510.129	1000.0
10000	pheno_852	0.379	0.26911	0.229957	0.841236	0.119786	0.073808	0.120196	0.07407	0.119067	0.250592	0.119335	0.25148	0.117996	0.398187	0.118015	0.399599	0.115133	0.115676	0.115507	0.116087	0.229043	0.158203	0.014117	0.996465	1.0	-4977.77	-4977.96	10000.0
5000	pheno_854	0.705	0.20058	0.460095	0.298561	0.234851	0.100892	0.233641	0.100376	0.235804	1e-06	0.234599	1e-06	0.237704	1e-06	0.23649	1e-06	0.232205	0.1992	0.230957	0.198183	0.462471	0.705041	0.020106	1.005135	1.0	-2516.968	-2517.32	5000.0
1000	pheno_854	0.052	0.40999	2.362857	0.999999	1.200541	0.241417	1.176015	0.236468	1.163213	0.665034	1.139023	0.651403	1.187887	0.017133	1.163558	0.016781	1.232946	0.097341	1.207754	0.095346	2.412301	1e-06	0.045693	1.020925	1.0	-513.699	-513.724	1000.0
5000	pheno_856	7.245	0.003555	0.451369	0.413118	0.233301	0.186007	0.234319	0.186876	0.23521	1e-06	0.236308	1e-06	0.230317	1e-06	0.231393	1e-06	0.230657	0.225188	0.231633	0.22624	0.449219	0.584153	0.019913	0.99535	1.0	-2491.524	-2495.146	5000.0
10000	pheno_857	3.97	0.023164	0.229841	0.211292	0.120799	0.176112	0.120016	0.175055	0.122177	1e-06	0.121444	1e-06	0.118361	1e-06	0.117651	1e-06	0.118074	0.036454	0.117368	0.036235	0.23132	0.793468	0.01423	1.006035	1.0	-5034.192	-5036.176	10000.0
10000	pheno_858	3.177	0.037335	0.234914	0.412616	0.119792	0.158347	0.120967	0.159968	0.120232	0.250086	0.121329	0.252647	0.11693	1e-06	0.118127	1e-06	0.116726	1e-06	0.117921	1e-06	0.23245	0.581432	0.014006	0.989867	1.0	-4949.689	-4951.278	10000.0
5000	pheno_858	0.0	0.5	0.509112	0.536679	0.284268	0.015619	0.251586	0.013824	0.297638	0.590773	0.262899	0.522854	0.286145	1e-06	0.253248	1e-06	0.281912	1e-06	0.249502	1e-06	0.574995	0.523506	0.024543	1.129901	1.0	-2429.524	-2397.811	5000.0
5000	pheno_859	0.275	0.30007	0.465522	0.277635	0.23278	0.058766	0.235798	0.059529	0.237057	1e-06	0.240134	1e-06	0.230577	1e-06	0.23357	1e-06	0.230449	0.215309	0.233349	0.218104	0.459598	0.713107	0.019747	0.987184	1.0	-2471.259	-2471.396	5000.0
10000	pheno_860	0.0	0.5	0.236997	0.026367	0.12553	1e-06	0.121817	1e-06	0.12686	0.007157	0.123108	0.006946	0.123506	1e-06	0.119853	1e-06	0.122393	0.020011	0.118773	0.019419	0.244584	1.003307	0.014774	1.030477	1.0	-5020.026	-5018.468	10000.0
5000	pheno_860	2.453	0.058661	0.457293	0.411	0.233207	0.311414	0.234178	0.313005	0.238143	1e-06	0.239359	1e-06	0.231008	1e-06	0.232188	1e-06	0.232574	0.097495	0.233751	0.097993	0.454912	0.586006	0.019906	0.994918	1.0	-2490.122	-2491.348	5000.0
5000	pheno_861	0.555	0.22804	0.469773	0.411746	0.245524	0.185298	0.239294	0.180661	0.244887	0.053391	0.238754	0.052055	0.240944	0.093541	0.234895	0.0912	0.239841	0.090083	0.233823	0.087829	0.481789	0.603353	0.020519	1.025667	1.0	-2566.696	-2566.974	5000.0
10000	pheno_861	1.156	0.14117	0.235098	0.368619	0.122041	0.126473	0.121193	0.125636	0.122736	1e-06	0.121923	1e-06	0.120126	0.107902	0.119303	0.107187	0.118974	0.1367	0.11814	0.135795	0.236634	0.635591	0.014242	1.006667	1.0	-5035.634	-5036.212	10000.0
5000	pheno_862	0.323	0.28476	0.465467	0.369229	0.239765	0.06926	0.238163	0.068799	0.239621	1e-06	0.238024	1e-06	0.238222	1e-06	0.236635	1e-06	0.232561	0.302443	0.230825	0.300428	0.468551	0.635002	0.02014	1.006707	1.0	-2519.956	-2520.118	5000.0
10000	pheno_862	1.525	0.1084	0.234678	0.202994	0.120271	0.055806	0.120672	0.055992	0.121324	1e-06	0.121728	1e-06	0.118184	0.146512	0.118548	0.147001	0.115471	1e-06	0.115856	1e-06	0.233974	0.794357	0.014096	0.996677	1.0	-4989.189	-4989.952	10000.0
10000	pheno_863	4.161	0.020683	0.235065	0.129729	0.125902	0.1113	0.123385	0.109097	0.124965	1e-06	0.122492	1e-06	0.122128	0.018266	0.119712	0.017904	0.121633	0.002782	0.119225	0.002727	0.240013	0.887841	0.014649	1.02019	1.0	-4955.87	-4957.951	10000.0
5000	pheno_864	4.573	0.016244	0.455977	0.999999	0.232536	0.477199	0.236098	0.485705	0.23517	0.307863	0.239139	0.313351	0.230831	1e-06	0.234946	1e-06	0.22249	0.197422	0.226365	0.200941	0.447991	1e-06	0.019676	0.982486	1.0	-2455.953	-2458.239	5000.0
10000	pheno_865	1.91	0.083492	0.231939	0.41304	0.121	0.167999	0.121229	0.168417	0.12131	0.176904	0.121537	0.177345	0.118611	0.029718	0.118905	0.029792	0.114854	0.037393	0.115137	0.037486	0.231308	0.585502	0.014114	0.997516	1.0	-4989.423	-4990.378	10000.0
1000	pheno_865	0.0	0.5	2.652135	0.869305	1.69215	1e-06	1.33972	1e-06	1.742134	0.062939	1.379324	0.04983	1.691308	0.581281	1.339097	0.460216	1.699302	0.453766	1.345491	0.359258	3.349852	0.165076	0.065695	1.263062	1.0	-490.342	-480.389	1000.0
10000	pheno_867	0.237	0.31313	0.231276	0.159009	0.120823	0.058551	0.119746	0.058033	0.121995	0.018977	0.120916	0.018809	0.119258	0.021181	0.118202	0.020994	0.117848	0.061718	0.116796	0.061172	0.233541	0.848496	0.01427	1.008924	1.0	-5048.251	-5048.369	10000.0
10000	pheno_868	0.0	0.5	0.229837	0.234818	0.11993	1e-06	0.119496	1e-06	0.122228	1e-06	0.121785	1e-06	0.117824	0.208882	0.117308	0.208126	0.116658	0.026787	0.116237	0.02669	0.230754	0.767963	0.014197	1.003635	1.0	-5021.178	-5021.048	10000.0
5000	pheno_869	0.0	0.5	0.466984	0.459451	0.231993	1e-06	0.235061	1e-06	0.231628	0.051022	0.234691	0.051696	0.235609	0.187896	0.23865	0.190381	0.227962	0.214536	0.23088	0.217373	0.460799	0.533493	0.019745	0.986948	1.0	-2470.707	-2470.647	5000.0
5000	pheno_870	0.0	0.5	0.477482	0.117947	0.281415	1e-06	0.247467	1e-06	0.27673	0.018196	0.243347	0.016001	0.275221	0.108685	0.242013	0.095574	0.269832	0.007245	0.237282	0.006371	0.543195	1.003056	0.023674	1.137184	1.0	-2634.71	-2626.945	5000.0
5000	pheno_871	1.13	0.14387	0.467205	0.22061	0.241289	0.044368	0.238733	0.043896	0.242944	1e-06	0.240362	1e-06	0.235268	0.17861	0.232751	0.176712	0.234963	1e-06	0.232465	1e-06	0.472242	0.787763	0.020215	1.010743	1.0	-2534.27	-2534.835	5000.0
5000	pheno_872	1.134	0.14351	0.462321	0.502787	0.227717	0.174977	0.237085	0.182225	0.226993	0.275673	0.23623	0.287093	0.228481	0.032137	0.237947	0.033468	0.226091	1e-06	0.235456	1e-06	0.443823	0.477436	0.019211	0.960225	1.0	-2402.114	-2402.681	5000.0
10000	pheno_873	0.0	0.5	0.233455	0.547966	0.120923	1e-06	0.121907	1e-06	0.119109	0.321595	0.119845	0.324213	0.117183	0.018935	0.118138	0.019089	0.11574	0.20301	0.11659	0.204663	0.23143	0.448384	0.014041	0.991926	1.0	-4959.844	-4959.632	10000.0
10000	pheno_874	0.026	0.43542	0.232295	0.212106	0.123113	0.020309	0.121868	0.020104	0.121676	0.10092	0.120422	0.0999	0.11949	0.034014	0.11828	0.03367	0.1165	0.059029	0.115314	0.058432	0.234801	0.795941	0.014289	1.010213	1.0	-5054.433	-5054.446	10000.0
10000	pheno_875	0.217	0.32052	0.231356	0.489596	0.120005	0.027944	0.119796	0.027896	0.122581	0.299847	0.122161	0.299326	0.118345	1e-06	0.118139	1e-06	0.116651	0.162657	0.116389	0.162374	0.231647	0.511293	0.014177	1.001742	1.0	-5008.902	-5009.01	10000.0
5000	pheno_876	0.0	0.5	0.491122	0.325738	0.273301	0.016533	0.245227	0.014835	0.281098	1e-06	0.252224	1e-06	0.28701	0.346492	0.257357	0.310901	0.27277	1e-06	0.244752	1e-06	0.547234	0.75145	0.023756	1.114477	1.0	-2476.498	-2457.331	5000.0
5000	pheno_878	0.0	0.5	0.463772	0.416814	0.235448	1e-06	0.232648	1e-06	0.242933	0.118573	0.240014	0.117163	0.24091	0.179667	0.23797	0.177531	0.23464	0.12359	0.231817	0.12212	0.469309	0.590205	0.020246	1.012036	1.0	-2533.223	-2533.222	5000.0
5000	pheno_879	0.305	0.29036	0.455479	0.262307	0.227331	0.031785	0.232202	0.032465	0.232445	1e-06	0.237423	1e-06	0.231794	1e-06	0.236758	1e-06	0.222235	0.225021	0.226905	0.22984	0.44598	0.722226	0.019584	0.979033	1.0	-2451.136	-2451.289	5000.0
10000	pheno_879	2.886	0.04467	0.233313	0.152051	0.126557	0.139407	0.122557	0.135049	0.125827	0.017549	0.121893	0.017	0.123823	1e-06	0.119952	1e-06	0.120592	1e-06	0.116822	1e-06	0.241033	0.875314	0.01473	1.032272	1.0	-5075.174	-5076.617	10000.0
5000	pheno_880	1.588	0.10377	0.462694	0.700064	0.238797	0.26024	0.236187	0.257561	0.238515	0.117493	0.236036	0.116283	0.234622	1e-06	0.232208	1e-06	0.234908	0.32961	0.232253	0.326218	0.467365	0.303055	0.020221	1.010398	1.0	-2528.084	-2528.878	5000.0
10000	pheno_880	0.0	0.5	0.229524	0.22343	0.118503	1e-06	0.119708	1e-06	0.118777	0.076074	0.119973	0.076847	0.118306	0.02823	0.119509	0.028517	0.115652	0.116876	0.116798	0.118065	0.227317	0.768755	0.014002	0.989936	1.0	-4953.384	-4953.327	10000.0
10000	pheno_881	0.0	0.5	0.229793	0.724839	0.119878	1e-06	0.119988	1e-06	0.120865	0.048274	0.120973	0.048318	0.116998	0.105572	0.117083	0.105669	0.116912	0.570328	0.116213	0.570851	0.22944	0.274909	0.014163	0.999083	1.0	-4986.834	-4986.758	10000.0
5000	pheno_881	0.436	0.25448	0.459799	0.791821	0.234464	0.153874	0.234795	0.154131	0.236364	0.271604	0.236581	0.272058	0.234912	0.086578	0.235289	0.086723	0.232634	0.278443	0.232834	0.278908	0.458918	0.207832	0.01998	0.99833	1.0	-2498.108	-2498.327	5000.0
1000	pheno_881	0.746	0.19388	2.28397	0.999999	1.031887	0.600633	1.101369	0.640719	1.072877	0.206922	1.14493	0.220732	1.091553	1e-06	1.164403	1e-06	1.126334	0.129879	1.201809	0.138547	2.141076	1e-06	0.041942	0.937436	1.0	-474.155	-474.528	1000.0
10000	pheno_882	0.421	0.25815	0.230065	0.191802	0.122696	0.017228	0.121344	0.017038	0.122316	1e-06	0.120968	1e-06	0.120197	1e-06	0.118872	1e-06	0.117023	0.17671	0.115674	0.174762	0.23275	0.817206	0.014302	1.011146	1.0	-5059.897	-5060.108	10000.0
5000	pheno_882	0.418	0.25904	0.466057	0.59881	0.229915	0.150737	0.239434	0.157021	0.226367	0.128177	0.235761	0.13352	0.228425	0.100411	0.237922	0.104596	0.223565	0.195524	0.232783	0.203674	0.447289	0.385136	0.019207	0.959985	1.0	-2400.948	-2401.157	5000.0
10000	pheno_883	0.0	0.5	0.24089	0.451929	0.137528	1e-06	0.125697	1e-06	0.140613	0.483113	0.128109	0.441554	0.134604	0.01135	0.123025	0.010374	0.132038	1e-06	0.120679	1e-06	0.263402	0.599656	0.016204	1.094122	1.0	-5016.727	-4997.831	10000.0
5000	pheno_883	0.1	0.37583	0.458541	0.654548	0.235441	0.075415	0.238679	0.076457	0.233073	0.305341	0.236063	0.309562	0.233537	0.014345	0.236765	0.014543	0.22788	0.250522	0.230874	0.253985	0.452164	0.340742	0.01974	0.986365	1.0	-2468.141	-2468.191	5000.0
10000	pheno_884	24.499	3.7177e-07	0.238275	0.232505	0.135826	0.251478	0.124848	0.231353	0.134177	1e-06	0.123439	1e-06	0.132757	0.00125	0.122133	0.00115	0.131277	1e-06	0.120771	1e-06	0.259039	0.834258	0.015908	1.086988	1.0	-5091.483	-5103.732	10000.0
500	pheno_884	0.0	0.5	4.527418	0.625557	2.350975	1e-06	2.321302	1e-06	2.338451	0.424867	2.309593	0.419504	2.341826	1e-06	2.312268	1e-06	2.240497	0.208685	2.21263	0.206051	4.586834	0.37923	0.064244	1.012783	1.0	-255.899	-255.895	500.0
1000	pheno_885	0.473	0.2458	2.232822	0.999999	1.113468	0.698237	1.148267	0.720636	1.141266	0.061501	1.177914	0.063474	1.133768	0.209178	1.170191	0.215889	1.122427	1e-06	1.158433	1e-06	2.163422	1e-06	0.043366	0.968918	1.0	-487.197	-487.433	1000.0
5000	pheno_885	0.0	0.5	0.469082	0.999999	0.246858	0.34127	0.2395	0.331436	0.251555	0.326235	0.244098	0.316834	0.24591	0.012864	0.238824	0.012494	0.248122	0.349301	0.24072	0.339235	0.483001	1e-06	0.021133	1.029671	1.0	-2451.688	-2449.921	5000.0
10000	pheno_886	19.863	4.1591e-06	0.231151	0.754439	0.122916	0.516338	0.12056	0.509072	0.123559	0.133166	0.121785	0.131292	0.11957	0.115702	0.117862	0.114074	0.117064	1e-06	0.115417	1e-06	0.234311	0.249066	0.014372	1.014273	1.0	-5064.118	-5074.05	10000.0
10000	pheno_888	0.113	0.36813	0.230406	0.287498	0.118304	0.039186	0.118184	0.039147	0.121383	0.151519	0.121209	0.151371	0.119622	0.042513	0.119501	0.042471	0.11728	0.054562	0.117158	0.054508	0.230684	0.7132	0.014159	1.00098	1.0	-5008.027	-5008.084	10000.0
10000	pheno_890	273.59	0.0	0.24722	0.175567	0.143222	0.166731	0.127717	0.148709	0.145231	0.03011	0.129532	0.026856	0.142364	1e-06	0.126976	1e-06	0.138383	1e-06	0.123425	1e-06	0.277207	0.924346	0.0169	1.12119	1.0	-4984.546	-5121.341	10000.0
5000	pheno_890	0.517	0.23605	0.463254	0.443845	0.224053	0.12815	0.239322	0.136906	0.221278	1e-06	0.236398	1e-06	0.221298	0.045772	0.236417	0.0489	0.215983	0.241534	0.230595	0.258038	0.433555	0.520583	0.018727	0.93604	1.0	-2337.96	-2338.219	5000.0
5000	pheno_892	3.077	0.039708	0.464919	0.999999	0.231707	0.36659	0.232639	0.368571	0.236839	0.061692	0.238114	0.062025	0.231769	0.566341	0.232252	0.569402	0.225961	1e-06	0.227182	1e-06	0.462419	1e-06	0.019923	0.994624	1.0	-2485.673	-2487.211	5000.0
5000	pheno_893	0.0	0.5	0.46788	0.572812	0.243616	1e-06	0.238577	1e-06	0.24083	0.574499	0.2352	0.562618	0.238077	1e-06	0.233153	1e-06	0.241738	0.010408	0.236741	0.010192	0.477594	0.436209	0.020441	1.021118	1.0	-2554.335	-2554.088	5000.0
10000	pheno_893	0.013	0.45461	0.231112	0.475269	0.119084	0.013492	0.119149	0.013499	0.120578	0.00675	0.120644	0.006753	0.119264	0.085244	0.119312	0.08529	0.116911	0.369526	0.116626	0.369726	0.230896	0.524446	0.01415	0.999457	1.0	-4996.228	-4996.235	10000.0
250	pheno_894	0.0	0.5	9.176963	0.840371	4.436112	1e-06	4.523459	1e-06	4.433389	0.225649	4.523943	0.230092	4.51632	0.598493	4.613007	0.610277	4.502979	1e-06	4.591642	1e-06	9.002195	0.156547	0.089374	0.98069	1.0	-126.476	-126.458	250.0
5000	pheno_895	3.028	0.040922	0.462923	0.829851	0.237742	0.365834	0.238334	0.367234	0.235048	1e-06	0.235948	1e-06	0.232713	0.082793	0.233596	0.083109	0.227942	0.37806	0.22849	0.379507	0.461048	0.169501	0.019942	0.996188	1.0	-2491.872	-2493.386	5000.0
