chr	start	end	LRT_Variance	Pval_Variance	Sum of V(G)_Vp_SE	Sum of V(G)_Vp_Variance	V(G1)_SE	V(G1)_Variance	V(G1)_Vp_SE	V(G1)_Vp_Variance	V(G2)_SE	V(G2)_Variance	V(G2)_Vp_SE	V(G2)_Vp_Variance	V(G3)_SE	V(G3)_Variance	V(G3)_Vp_SE	V(G3)_Vp_Variance	V(G4)_SE	V(G4)_Variance	V(G4)_Vp_SE	V(G4)_Vp_Variance	V(e)_SE	V(e)_Variance	Vp_SE	Vp_Variance	df_Variance	logL_Variance	logL0_Variance	n_Variance	Region
5	82922313	82922790	0.74	0.19488	0.188679	0.141346	0.001343	0.000897	0.179613	0.120769	0.001243	0.0	0.167333	1e-06	0.000798	0.0	0.107503	1e-06	0.000576	0.000153	0.077348	0.020575	0.001541	0.006376	0.001026	0.007426	1.0	207.603	207.233	115.0	hippocampus
5	83475391	83476424	0.0	0.5	0.211815	0.213264	0.001455	0.0	0.209245	1e-06	0.001506	0.001368	0.210493	0.196785	0.00082	0.000115	0.118077	0.016477	0.000472	0.0	0.067846	1e-06	0.001496	0.00547	0.001001	0.006953	1.0	214.721	214.861	115.0	hippocampus
5	83613464	83615887	0.0	0.5	0.118036	0.737565	0.00076	0.0	0.103013	1e-06	0.000589	5.9e-05	0.08008	0.008002	0.000464	3.5e-05	0.062875	0.004801	0.001649	0.005349	0.087288	0.724761	0.00074	0.001937	0.001573	0.00738	1.0	250.955	251.865	115.0	hippocampus
5	8366123	8366503	0.064	0.40043	0.204776	0.190224	0.00174	0.000425	0.184936	0.045262	0.001328	0.0	0.141449	1e-06	0.00124	0.000128	0.132099	0.013628	0.001169	0.001233	0.117985	0.131333	0.002036	0.007604	0.001323	0.00939	1.0	194.73	194.698	115.0	hippocampus
5	83721181	83721429	0.0	0.5	0.205928	0.44927	0.001892	0.00023	0.187506	0.022817	0.002101	0.0	0.2082	1e-06	0.001845	0.004303	0.156369	0.42645	0.00095	0.0	0.094122	1e-06	0.001891	0.005557	0.001604	0.01009	1.0	199.003	199.058	115.0	hippocampus
5	850782	850963	0.008	0.46454	0.123472	0.776182	0.000782	9e-05	0.104614	0.012086	0.00068	3.8e-05	0.090929	0.005118	0.001015	0.001048	0.142854	0.140188	0.001974	0.004625	0.1559	0.61879	0.000817	0.001673	0.001604	0.007474	1.0	236.336	236.332	115.0	hippocampus
5	85142544	85143292	2.124	0.07251	0.119945	0.680476	0.00047	0.000602	0.104471	0.132832	0.000307	0.0	0.067657	2e-06	0.000329	0.0	0.072597	2e-06	0.001006	0.002484	0.120001	0.54764	0.000432	0.001449	0.000992	0.004535	1.0	258.643	257.581	115.0	hippocampus
5	8838949	8839907	0.0	0.5	0.215438	0.131173	0.001608	0.0	0.203476	1e-06	0.001421	0.000978	0.177348	0.123795	0.001002	5.8e-05	0.126774	0.007376	0.000557	0.0	0.070484	1e-06	0.001823	0.006867	0.001096	0.007903	1.0	203.956	203.977	115.0	hippocampus
5	8842997	8844040	0.342	0.27925	0.203652	0.293341	0.001307	0.000669	0.174751	0.089948	0.001258	0.001404	0.162529	0.188788	0.000891	8e-06	0.11989	0.001106	0.000365	0.0001	0.049085	0.0135	0.001544	0.005254	0.001025	0.007435	1.0	207.259	207.088	115.0	hippocampus
5	88679067	88679871	0.0	0.5	0.164208	0.063533	0.001622	0.0	0.145223	1e-06	0.001069	0.0	0.095694	1e-06	0.001002	0.000688	0.088799	0.061621	0.000525	2.1e-05	0.046972	0.00191	0.002147	0.010457	0.001545	0.011167	1.0	185.621	185.756	115.0	hippocampus
5	88681389	88683156	0.046	0.41519	0.164775	0.12822	0.001215	3.8e-05	0.141643	0.004389	0.001041	0.000958	0.118385	0.111691	0.000728	0.000104	0.084809	0.012139	0.00068	0.0	0.079271	1e-06	0.001573	0.007475	0.001216	0.008575	1.0	199.242	199.219	115.0	hippocampus
5	88693093	88696192	0.0	0.5	0.164314	0.05139	0.000884	0.0	0.149456	1e-06	0.000543	0.000202	0.091447	0.034194	0.000413	0.000102	0.070073	0.017193	0.000507	0.0	0.085788	1e-06	0.001122	0.005608	0.000834	0.005912	1.0	215.252	215.619	115.0	hippocampus
5	88879937	88880194	2.29	0.065116	0.156152	0.187278	0.001262	0.001397	0.133926	0.152474	0.00093	0.0	0.101544	1e-06	0.001019	0.0	0.1112	1e-06	0.000603	0.000319	0.065592	0.034802	0.00159	0.007446	0.001249	0.009162	1.0	194.939	193.794	115.0	hippocampus
5	89604106	89604525	0.0	0.5	0.187806	0.120385	0.00109	0.000102	0.142279	0.013306	0.000815	0.0	0.106497	1e-06	0.001044	0.00082	0.132974	0.107077	0.000543	0.0	0.070977	1e-06	0.001569	0.006736	0.00107	0.007657	1.0	205.972	205.993	115.0	hippocampus
5	91279368	91279666	0.0	0.5	0.136809	0.546784	0.00085	0.0	0.118286	1e-06	0.000799	0.000246	0.111947	0.034159	0.001507	0.003685	0.158451	0.512623	0.000708	0.0	0.098495	1e-06	0.000867	0.003258	0.001181	0.007189	1.0	220.209	220.231	115.0	hippocampus
5	91741280	91741999	0.0	0.5	0.16487	0.076147	0.001175	0.0	0.156886	1e-06	0.000613	0.00015	0.082391	0.01998	0.000871	0.0	0.116331	1e-06	0.000761	0.000421	0.09998	0.056165	0.00135	0.006921	0.001095	0.007491	1.0	206.291	206.834	115.0	hippocampus
5	9328203	9328810	0.568	0.22548	0.064228	0.911521	0.00062	0.000434	0.071556	0.04969	0.000512	0.000388	0.059669	0.044474	0.00051	0.0	0.058505	1e-06	0.001959	0.007132	0.070145	0.817356	0.000529	0.000772	0.001809	0.008725	1.0	241.802	241.518	115.0	hippocampus
5	93570145	93572619	0.102	0.37449	0.176475	0.062746	0.000987	0.000263	0.153598	0.040951	0.000554	0.00014	0.086375	0.021793	0.000435	0.0	0.067778	1e-06	0.00039	0.0	0.060839	1e-06	0.00129	0.00601	0.000913	0.006413	1.0	216.225	216.173	115.0	hippocampus
5	93586203	93587524	0.0	0.5	0.17465	0.079172	0.001414	0.0	0.154652	1e-06	0.000805	0.00031	0.088114	0.033941	0.000726	0.000259	0.078975	0.028351	0.000425	0.000154	0.046306	0.016878	0.001818	0.008416	0.001291	0.00914	1.0	198.226	198.413	115.0	hippocampus
5	93589043	93591207	0.064	0.40036	0.152554	0.171621	0.00101	0.000171	0.121471	0.020587	0.000912	0.000877	0.106964	0.105508	0.000702	0.000378	0.083599	0.045525	0.000359	0.0	0.043204	1e-06	0.001438	0.006885	0.001145	0.008311	1.0	200.567	200.535	115.0	hippocampus
5	93604852	93606311	0.0	0.5	0.226341	0.078342	0.00215	0.0	0.205174	1e-06	0.001083	0.00038	0.103012	0.036269	0.000777	0.000441	0.073411	0.042071	0.000751	0.0	0.071673	1e-06	0.002395	0.009659	0.001628	0.01048	1.0	195.852	196.596	115.0	hippocampus
5	9429310	9430103	0.498	0.24021	0.23477	0.334721	0.00146	0.000882	0.208196	0.126996	0.001112	0.0	0.160127	1e-06	0.001129	0.001443	0.154453	0.207723	0.000427	0.0	0.061512	1e-06	0.00162	0.004621	0.000964	0.006946	1.0	211.276	211.027	115.0	hippocampus
5	94570142	94570889	2.24	0.067251	0.180687	0.267209	0.00209	0.00258	0.188766	0.240753	0.001595	0.0	0.148808	1e-06	0.001387	0.0	0.129433	1e-06	0.0006	0.000283	0.055532	0.026454	0.001949	0.007853	0.001527	0.010716	1.0	188.421	187.302	115.0	hippocampus
5	94751702	94752014	0.0	0.5	0.206689	0.092189	0.001441	0.0	0.191512	1e-06	0.001073	0.00051	0.14288	0.067766	0.001046	0.0	0.139058	1e-06	0.000589	0.000184	0.077953	0.024422	0.001659	0.006829	0.001075	0.007522	1.0	208.961	209.072	115.0	hippocampus
5	94769170	94770318	0.0	0.5	0.180486	0.126171	0.001535	0.0	0.167873	1e-06	0.001544	0.001148	0.166159	0.125588	0.000901	5e-06	0.09851	0.00058	0.00069	0.0	0.075431	1e-06	0.001845	0.00799	0.001262	0.009144	1.0	196.15	196.162	115.0	hippocampus
5	9546821	9547057	0.128	0.36011	0.226461	0.255861	0.001267	0.000193	0.190208	0.028985	0.001091	0.0	0.163797	1e-06	0.001062	0.0	0.159368	1e-06	0.001024	0.001512	0.139937	0.226874	0.001508	0.004958	0.000967	0.006663	1.0	215.044	214.98	115.0	hippocampus
5	9547193	9548061	0.0	0.5	0.311899	0.318601	0.002702	0.0	0.259853	1e-06	0.002354	0.00151	0.223251	0.145181	0.002173	0.0	0.208944	1e-06	0.001973	0.001803	0.178294	0.173419	0.002967	0.007085	0.001867	0.010398	1.0	204.959	207.714	115.0	hippocampus
5	95711021	95711251	0.0	0.5	0.175813	0.130643	0.001526	0.0	0.169851	1e-06	0.00141	0.001152	0.153632	0.128251	0.00096	0.0	0.106831	1e-06	0.000459	2.1e-05	0.051047	0.00239	0.001801	0.007811	0.001238	0.008985	1.0	196.796	196.798	115.0	hippocampus
5	95733835	95734649	0.013	0.45487	0.156075	0.129538	0.001024	0.00012	0.141178	0.016536	0.000836	0.0	0.115233	1e-06	0.000744	0.0	0.102572	1e-06	0.000925	0.00082	0.121635	0.113	0.001285	0.006313	0.001038	0.007253	1.0	208.514	208.507	115.0	hippocampus
5	95823423	95823910	0.0	0.5	0.197432	0.116571	0.001361	0.0	0.153275	1e-06	0.001074	0.000238	0.120722	0.026797	0.001005	0.000797	0.110638	0.089773	0.00042	0.0	0.047342	1e-06	0.001929	0.007844	0.001212	0.008879	1.0	196.867	196.882	115.0	hippocampus
5	95835690	95836151	0.0	0.5	0.181996	0.051231	0.001432	0.000261	0.162007	0.029577	0.001105	0.0	0.125108	1e-06	0.000884	0.0	0.100115	1e-06	0.000582	0.000191	0.065599	0.021653	0.001873	0.00838	0.001242	0.008832	1.0	199.684	199.754	115.0	hippocampus
5	958418	959159	0.0	0.5	0.237434	0.20051	0.002683	0.0	0.224753	1e-06	0.002582	0.002035	0.214638	0.170458	0.002317	0.0	0.194096	1e-06	0.001391	0.000359	0.11599	0.03005	0.002784	0.009542	0.001788	0.011936	1.0	184.421	184.665	115.0	hippocampus
5	95895411	95896506	4.587	0.016106	0.152464	0.549406	0.001454	0.002482	0.154936	0.286278	0.001217	0.001222	0.137389	0.140962	0.00091	0.0	0.105006	1e-06	0.001135	0.001059	0.123216	0.122166	0.001195	0.003907	0.001342	0.00867	1.0	203.96	201.667	115.0	hippocampus
5	95958145	95959940	0.493	0.24121	0.17682	0.337109	0.001745	0.001179	0.154927	0.106139	0.00136	0.00056	0.122359	0.050452	0.001716	0.001477	0.149647	0.133	0.00116	0.000528	0.103614	0.047518	0.001935	0.007361	0.001605	0.011104	1.0	186.948	186.701	115.0	hippocampus
5	96661135	96661651	0.084	0.38601	0.162723	0.509079	0.002062	0.0	0.147506	1e-06	0.001765	0.00079	0.125988	0.056507	0.002743	0.006326	0.149056	0.452571	0.001028	0.0	0.07357	1e-06	0.002013	0.006862	0.00232	0.013978	1.0	180.339	180.297	115.0	hippocampus
5	97070780	97071402	0.0	0.5	0.158966	0.39858	0.001235	0.0	0.165977	1e-06	0.001186	0.001813	0.149358	0.243658	0.000934	0.00105	0.12117	0.141073	0.000375	0.000103	0.050325	0.013848	0.001161	0.004475	0.001101	0.007441	1.0	214.046	214.161	115.0	hippocampus
5	98509769	98510791	0.0	0.5	0.18677	0.385799	0.002172	0.00321	0.21621	0.344421	0.001275	0.0	0.13685	1e-06	0.000814	0.000386	0.08806	0.041376	0.000941	0.0	0.101005	1e-06	0.001588	0.005724	0.001336	0.009319	1.0	189.886	189.973	115.0	hippocampus
5	98839520	98839805	0.035	0.42596	0.173133	0.122618	0.001102	0.000139	0.144617	0.018273	0.000738	0.000209	0.096752	0.027424	0.000712	0.0	0.093433	1e-06	0.000837	0.000586	0.107038	0.07692	0.00149	0.006684	0.001058	0.007618	1.0	205.057	205.039	115.0	hippocampus
5	990404	990719	0.0	0.5	0.216097	0.109744	0.001585	0.0	0.223588	1e-06	0.001309	0.000612	0.183554	0.086291	0.000948	0.000166	0.134204	0.023451	0.000722	0.0	0.101793	1e-06	0.0016	0.00631	0.001025	0.007088	1.0	212.674	213.077	115.0	hippocampus
6	10099229	10099423	0.216	0.32117	0.189652	0.539188	0.00156	0.001253	0.20894	0.168569	0.001378	0.0	0.18534	1e-06	0.001454	0.00244	0.17676	0.328141	0.000602	0.000316	0.080676	0.042477	0.001339	0.003426	0.001081	0.007436	1.0	209.523	209.415	115.0	hippocampus
6	101776767	101777870	0.241	0.31188	0.184776	0.360146	0.001302	0.000523	0.143505	0.057771	0.001288	0.001183	0.138661	0.130659	0.001496	0.001554	0.15591	0.171714	0.00069	0.0	0.07624	1e-06	0.001584	0.005792	0.001341	0.009052	1.0	197.769	197.649	115.0	hippocampus
6	102849914	102850278	0.013	0.45496	0.149855	0.405967	0.001005	0.0	0.112777	1e-06	0.001814	0.003598	0.164857	0.403743	0.001002	2e-05	0.112428	0.002222	0.000514	0.0	0.057687	1e-06	0.001221	0.005293	0.001413	0.008911	1.0	203.351	203.344	115.0	hippocampus
6	10315307	10316748	0.0	0.5	0.282911	0.116123	0.002587	0.0	0.254267	1e-06	0.002013	2.5e-05	0.197838	0.002459	0.001577	0.000978	0.154819	0.096137	0.000742	0.000178	0.072843	0.017526	0.002896	0.008992	0.001534	0.010173	1.0	197.223	198.165	115.0	hippocampus
6	103332177	103333035	0.0	0.5	0.164485	0.346986	0.001504	0.0	0.132219	1e-06	0.000921	1.7e-05	0.080915	0.001507	0.001078	0.0	0.094716	1e-06	0.002075	0.003931	0.136738	0.345478	0.001609	0.00743	0.002094	0.011378	1.0	197.072	197.216	115.0	hippocampus
6	10487893	10488551	0.0	0.5	0.158452	0.872063	0.001449	0.0	0.135873	1e-06	0.002428	0.007814	0.165924	0.732724	0.001415	0.0	0.132679	1e-06	0.001135	0.001486	0.101554	0.139337	0.001608	0.001364	0.001687	0.010665	1.0	198.983	198.987	115.0	hippocampus
6	106574957	106575439	0.938	0.16636	0.203548	0.369488	0.001698	0.001488	0.214483	0.190972	0.001411	0.000701	0.179701	0.089902	0.001015	0.0	0.130213	1e-06	0.000764	0.000691	0.095522	0.088612	0.0016	0.004914	0.001079	0.007794	1.0	205.247	204.778	115.0	hippocampus
6	106804196	106804808	0.027	0.4348	0.177577	0.615847	0.001667	0.000163	0.163438	0.015992	0.001682	0.0	0.164969	1e-06	0.001866	0.002484	0.179816	0.243618	0.001902	0.003632	0.155068	0.356236	0.001701	0.003917	0.001645	0.010196	1.0	200.121	200.107	115.0	hippocampus
6	10719807	10720984	2.724	0.049411	0.174868	0.631494	0.003559	0.004917	0.193551	0.276299	0.002936	0.0	0.164982	1e-06	0.002732	0.0	0.153553	1e-06	0.003057	0.006321	0.140579	0.355193	0.002887	0.006558	0.002793	0.017795	1.0	166.594	165.232	115.0	hippocampus
6	107550154	107550730	0.0	0.5	0.208696	0.084473	0.001888	0.0	0.196132	1e-06	0.001597	0.000343	0.165763	0.035685	0.001332	0.0002	0.138307	0.020748	0.000869	0.00027	0.089931	0.02804	0.002198	0.008811	0.001357	0.009624	1.0	195.787	195.952	115.0	hippocampus
6	107634012	107634201	2.352	0.062565	0.217583	0.361738	0.001368	0.00162	0.198027	0.241515	0.000844	0.0	0.12575	1e-06	0.001179	0.0	0.175692	1e-06	0.000687	0.000806	0.100077	0.120221	0.00141	0.004282	0.000939	0.006709	1.0	211.938	210.762	115.0	hippocampus
6	108114127	108114761	0.0	0.5	0.243207	0.045357	0.001648	0.0	0.21322	1e-06	0.001061	3.7e-05	0.137291	0.004731	0.001197	0.0	0.154807	1e-06	0.000774	0.000314	0.0995	0.040624	0.001923	0.00738	0.001207	0.007731	1.0	212.025	212.567	115.0	hippocampus
6	108134473	108134834	0.0	0.49406	0.189088	0.293023	0.001688	0.0	0.162952	1e-06	0.001605	0.000623	0.154807	0.060092	0.001627	0.002414	0.145612	0.232929	0.000753	0.0	0.072683	1e-06	0.00203	0.007326	0.001467	0.010362	1.0	189.804	189.804	115.0	hippocampus
6	108561130	108561844	0.219	0.31983	0.226204	0.230053	0.004897	0.002698	0.207551	0.115501	0.00343	0.001107	0.146294	0.047381	0.002208	0.000456	0.094416	0.019532	0.002101	0.001113	0.088898	0.04764	0.005409	0.017987	0.003211	0.023362	1.0	143.297	143.187	115.0	hippocampus
6	108680316	108681425	2.561	0.054771	0.18543	0.385919	0.00155	0.00218	0.162287	0.241043	0.00133	0.0	0.147032	1e-06	0.001144	0.001209	0.121395	0.133644	0.000308	0.000102	0.033939	0.011231	0.001587	0.005554	0.001322	0.009044	1.0	198.941	197.66	115.0	hippocampus
6	109204840	109205492	0.0	0.5	0.044618	0.902743	0.000331	0.0	0.030387	1e-06	0.000291	0.0001	0.026825	0.009164	0.001275	0.002453	0.140742	0.225073	0.003722	0.007285	0.158129	0.668505	0.000333	0.00106	0.003401	0.010898	1.0	263.487	263.666	115.0	hippocampus
6	109318437	109319074	0.339	0.28029	0.152416	0.267786	0.001243	0.000814	0.155783	0.102919	0.000996	0.001221	0.119107	0.154341	0.000671	0.0	0.08488	1e-06	0.000333	8.3e-05	0.04207	0.010525	0.001254	0.005792	0.001119	0.00791	1.0	204.377	204.208	115.0	hippocampus
6	109465299	109465908	3.026	0.04097	0.171615	0.323062	0.001544	0.002255	0.176024	0.2733	0.000898	0.0	0.108847	1e-06	0.000724	0.000411	0.086559	0.049759	0.000483	0.0	0.058517	1e-06	0.001353	0.005585	0.001207	0.008251	1.0	202.036	200.523	115.0	hippocampus
6	110399664	110400114	0.0	0.5	0.201263	0.516124	0.001526	0.0	0.164469	1e-06	0.001897	0.004483	0.172516	0.48328	0.001308	0.0	0.140994	1e-06	0.000687	0.000305	0.073358	0.032842	0.001674	0.004489	0.001506	0.009277	1.0	203.475	203.485	115.0	hippocampus
6	110540663	110542429	0.117	0.36602	0.196084	0.149236	0.001347	0.000449	0.174183	0.057882	0.00114	0.0	0.147011	1e-06	0.000811	0.0	0.104616	1e-06	0.000864	0.000708	0.106805	0.091352	0.00154	0.006596	0.001177	0.007753	1.0	205.276	205.218	115.0	hippocampus
6	111572961	111573507	0.181	0.33504	0.141596	0.060919	0.001344	0.000462	0.127228	0.043892	0.001185	0.0	0.11248	1e-06	0.000922	0.000179	0.087487	0.017026	0.000481	0.0	0.045699	1e-06	0.001925	0.009891	0.001417	0.010532	1.0	186.584	186.493	115.0	hippocampus
6	111604005	111604668	0.0	0.5	0.22491	0.044992	0.00185	0.0	0.167618	1e-06	0.001372	0.000364	0.124113	0.032998	0.001365	0.0	0.123652	1e-06	0.000633	0.000132	0.05726	0.011992	0.00245	0.01054	0.001779	0.011037	1.0	194.532	195.639	115.0	hippocampus
6	111606447	111606650	0.21	0.32356	0.177116	0.207981	0.001162	0.000151	0.136759	0.017814	0.000978	0.0	0.115161	1e-06	0.001308	0.001615	0.143842	0.190165	0.000826	0.0	0.097213	1e-06	0.001495	0.006727	0.001276	0.008493	1.0	200.663	200.558	115.0	hippocampus
6	111730870	111731878	0.0	0.5	0.183691	0.071884	0.001889	0.0	0.169756	1e-06	0.001239	8e-06	0.111297	0.000679	0.0012	0.000302	0.107591	0.027102	0.001	0.000491	0.088738	0.044103	0.002272	0.010328	0.001624	0.011128	1.0	189.948	190.309	115.0	hippocampus
6	11194582	11194970	0.0	0.5	0.252246	0.17253	0.002253	0.0	0.2485	1e-06	0.001708	0.001229	0.188494	0.135521	0.0012	0.0	0.132288	1e-06	0.000715	0.000336	0.078351	0.037007	0.002262	0.007504	0.001344	0.009068	1.0	201.716	202.085	115.0	hippocampus
6	112688520	112688643	0.0	0.5	0.198158	0.031679	0.001889	0.0	0.178975	1e-06	0.001288	0.0	0.122054	1e-06	0.001041	9.8e-05	0.09859	0.009318	0.000879	0.000236	0.083041	0.02236	0.002335	0.01022	0.001545	0.010554	1.0	193.515	194.016	115.0	hippocampus
6	112688877	112689025	0.0	0.5	0.169267	0.155288	0.000988	0.000309	0.124101	0.038836	0.000913	0.000892	0.112459	0.112153	0.000791	0.0	0.099498	1e-06	0.000312	3.4e-05	0.039372	0.004298	0.00148	0.006715	0.001085	0.007949	1.0	199.351	199.373	115.0	hippocampus
6	116564633	116565523	0.0	0.5	0.16306	0.390772	0.00117	0.000124	0.131509	0.013916	0.001528	0.002289	0.156472	0.257553	0.001263	0.00106	0.138981	0.119302	0.000748	0.0	0.084151	1e-06	0.001333	0.005415	0.001386	0.008888	1.0	203.064	203.069	115.0	hippocampus
6	118709040	118711039	0.007	0.46754	0.151584	0.022226	0.001232	0.0	0.121681	1e-06	0.001013	4.9e-05	0.100093	0.004884	0.001218	0.0	0.120326	1e-06	0.00082	0.000176	0.080702	0.01734	0.001907	0.0099	0.001411	0.010125	1.0	189.24	189.236	115.0	hippocampus
6	11938421	11938746	0.335	0.28138	0.22819	0.236158	0.001841	0.001167	0.221811	0.14183	0.001339	0.0	0.162835	1e-06	0.001036	0.000776	0.124564	0.094325	0.000572	0.0	0.069519	1e-06	0.001911	0.006283	0.001123	0.008226	1.0	200.313	200.145	115.0	hippocampus
6	12211611	12212924	0.233	0.31479	0.105355	0.938902	0.002175	0.00111	0.119907	0.060744	0.003014	0.004265	0.162619	0.233519	0.004451	0.011774	0.17977	0.644638	0.001796	0.0	0.098326	1e-06	0.001854	0.001116	0.003169	0.018265	1.0	172.657	172.541	115.0	hippocampus
6	1222620	1223030	0.0	0.49448	0.289961	0.342206	0.00208	1.2e-05	0.271702	0.001615	0.001735	0.000262	0.226498	0.034222	0.001668	0.002345	0.204371	0.306367	0.000982	0.0	0.128249	1e-06	0.002207	0.005036	0.001083	0.007655	1.0	206.865	206.865	115.0	hippocampus
6	122750730	122751803	0.0	0.5	0.131885	0.67648	0.001514	0.0	0.109474	1e-06	0.001243	0.0	0.089905	1e-06	0.003515	0.009039	0.143208	0.653773	0.000842	0.000314	0.060776	0.022705	0.001487	0.004473	0.002865	0.013826	1.0	198.234	198.378	115.0	hippocampus
6	125100255	125100396	3.665	0.02778	0.212323	0.470569	0.002201	0.003843	0.185662	0.35563	0.001637	0.000269	0.151393	0.024867	0.001443	0.000973	0.131735	0.090072	0.000784	0.0	0.072515	1e-06	0.002204	0.005722	0.001515	0.010807	1.0	187.485	185.652	115.0	hippocampus
6	125746465	125746770	1.609	0.10231	0.189256	0.425953	0.001556	0.001883	0.196536	0.247864	0.00103	0.0	0.135575	1e-06	0.000963	0.0	0.126731	1e-06	0.001014	0.001353	0.119794	0.178087	0.001337	0.004361	0.001176	0.007596	1.0	210.422	209.617	115.0	hippocampus
6	127117712	127117799	0.086	0.38462	0.164491	0.076354	0.001043	0.000152	0.133313	0.01941	0.000679	2e-06	0.086854	0.000278	0.000696	0.000443	0.088594	0.056665	0.000679	0.0	0.086758	1e-06	0.001492	0.007223	0.001112	0.007821	1.0	203.179	203.136	115.0	hippocampus
6	129172353	129173847	0.105	0.37289	0.0641	0.868792	0.001712	0.000548	0.068009	0.021517	0.001782	0.0	0.070004	1e-06	0.005735	0.01727	0.144375	0.678454	0.003084	0.004297	0.116562	0.16882	0.001426	0.00334	0.004902	0.025455	1.0	174.401	174.348	115.0	hippocampus
6	129277104	129277524	1.206	0.13606	0.181489	0.350305	0.001409	0.001285	0.166044	0.154255	0.001248	0.0	0.149765	1e-06	0.001198	0.000758	0.142877	0.090981	0.001094	0.000875	0.126579	0.105068	0.001502	0.005413	0.001198	0.008332	1.0	202.633	202.03	115.0	hippocampus
6	129768274	129768588	0.693	0.20256	0.199845	0.402476	0.001918	0.001046	0.182434	0.099726	0.001832	0.0	0.174622	1e-06	0.001453	0.000374	0.138547	0.035668	0.001749	0.002802	0.144967	0.267081	0.001987	0.006268	0.001668	0.010491	1.0	195.348	195.001	115.0	hippocampus
6	130810694	130810824	0.749	0.19345	0.170237	0.195336	0.001561	0.001007	0.161475	0.105117	0.001336	0.000865	0.13797	0.090217	0.001003	0.0	0.104636	1e-06	0.000674	0.0	0.070362	1e-06	0.001801	0.007712	0.001299	0.009584	1.0	191.976	191.602	115.0	hippocampus
6	131494871	131496330	0.0	0.5	0.059846	0.884687	0.000647	0.0	0.067218	1e-06	0.000476	2e-06	0.049432	0.000243	0.000482	0.000116	0.050113	0.012082	0.002293	0.008402	0.062591	0.872361	0.000522	0.001111	0.002097	0.009632	1.0	246.593	246.649	115.0	hippocampus
6	1317325	1317550	0.312	0.28813	0.243135	0.592055	0.001846	0.000962	0.224005	0.116758	0.001596	0.00073	0.19326	0.088629	0.002037	0.002988	0.226144	0.362787	0.000983	0.000197	0.119218	0.023882	0.00193	0.00336	0.001199	0.008236	1.0	204.213	204.057	115.0	hippocampus
6	132277979	132279994	0.843	0.17928	0.233139	0.259265	0.001857	0.001883	0.198267	0.205421	0.001532	0.0	0.167136	1e-06	0.001669	0.0	0.182071	1e-06	0.001253	0.000493	0.135356	0.053842	0.002106	0.006788	0.001322	0.009164	1.0	196.641	196.219	115.0	hippocampus
6	132568655	132570318	0.329	0.28303	0.190687	0.100517	0.001736	0.000438	0.183322	0.046199	0.001241	0.000514	0.131067	0.054316	0.001028	0.0	0.10859	1e-06	0.000818	0.0	0.086412	1e-06	0.002038	0.008519	0.001269	0.009471	1.0	187.711	187.546	115.0	hippocampus
6	13281909	13282161	0.014	0.45242	0.172349	0.496809	0.000963	7.2e-05	0.117057	0.008778	0.001235	0.0	0.150052	1e-06	0.001064	0.0	0.129338	1e-06	0.001785	0.004016	0.149842	0.488029	0.001291	0.004141	0.001492	0.00823	1.0	214.458	214.45	115.0	hippocampus
6	134051217	134051612	0.0	0.5	0.220862	0.078365	0.002151	0.000135	0.224743	0.014087	0.001565	0.0	0.16356	1e-06	0.001233	0.000615	0.128464	0.064275	0.001031	0.0	0.107771	1e-06	0.002346	0.008819	0.001314	0.009569	1.0	193.695	193.716	115.0	hippocampus
6	134436323	134436684	1.211	0.13559	0.252462	0.054778	0.001566	0.000229	0.176002	0.025649	0.00187	0.0	0.209613	1e-06	0.001577	0.0	0.176722	1e-06	0.000827	0.00026	0.092368	0.029127	0.002323	0.008434	0.001318	0.008923	1.0	198.008	197.403	115.0	hippocampus
6	134593676	134594220	2.006	0.07834	0.235431	0.279271	0.001894	0.002005	0.21617	0.233884	0.001498	0.0	0.174678	1e-06	0.001253	0.0	0.146156	1e-06	0.000855	0.000389	0.098817	0.045385	0.001996	0.00618	0.001235	0.008575	1.0	200.662	199.659	115.0	hippocampus
6	134630593	134631738	0.336	0.28099	0.228558	0.045908	0.001595	0.000258	0.176348	0.028532	0.001564	0.0	0.172712	1e-06	0.001358	0.0	0.149988	1e-06	0.000725	0.000157	0.07997	0.017373	0.002288	0.00864	0.001268	0.009056	1.0	197.44	197.272	115.0	hippocampus
6	13484596	13485579	0.0	0.5	0.191712	0.407643	0.001566	0.00073	0.178575	0.08288	0.001694	0.001713	0.188785	0.194408	0.001807	0.0	0.20505	1e-06	0.001351	0.001149	0.146699	0.130354	0.00153	0.005219	0.001415	0.008811	1.0	193.371	193.938	115.0	hippocampus
6	136226221	136226483	0.0	0.5	0.231753	0.107449	0.001811	0.0	0.201705	1e-06	0.001179	1.9e-05	0.131283	0.002062	0.001128	0.000375	0.125069	0.041747	0.000857	0.000571	0.093541	0.06364	0.002135	0.008015	0.001337	0.008979	1.0	202.33	202.835	115.0	hippocampus
6	136548079	136549177	0.42	0.25835	0.191789	0.192972	0.001783	0.000852	0.177873	0.085395	0.001292	8.9e-05	0.129518	0.008883	0.001152	0.0	0.11553	1e-06	0.001003	0.000984	0.097332	0.098693	0.002014	0.00805	0.001407	0.009975	1.0	191.207	190.997	115.0	hippocampus
