seqnames	start	end	h2_category	hg38_genes_1to5kb	hg38_genes_introns	hg38_cpg_inter	hg38_genes_promoters	hg38_cpg_shores	hg38_genes_exons	hg38_genes_intergenic	hg38_cpg_islands	hg38_enhancers_fantom	hg38_genes_5UTRs	hg38_genes_3UTRs	hg38_cpg_shelves
chr18	78506026	78506452	Non-heritable	0	1	0	0	1	1	1	0	1	0	0	0
chr18	78562004	78562511	Heritable	0	0	0	0	1	0	1	0	0	0	0	0
chr18	78722118	78723260	Heritable	0	0	1	0	0	0	1	0	0	0	0	1
chr18	78734052	78734634	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr18	78976431	78977811	Heritable	1	1	0	0	1	1	0	1	1	0	0	0
chr18	78990289	78990886	Heritable	1	1	0	1	1	0	0	0	0	0	0	0
chr18	79218219	79218657	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr18	79245848	79246000	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr18	79248807	79248960	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr18	79254867	79255167	Non-heritable	0	1	1	1	0	1	0	0	0	0	1	0
chr18	79323459	79324080	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	1
chr18	79352936	79353386	Non-heritable	0	1	1	0	0	1	0	0	0	0	0	0
chr18	79366192	79366627	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr18	79465626	79465973	Heritable	0	1	0	1	1	1	0	0	0	0	0	0
chr18	79491876	79492040	Non-heritable	1	1	0	0	1	0	0	0	0	0	0	0
chr18	79525913	79526421	Non-heritable	1	1	0	1	1	0	0	1	0	0	0	0
chr18	79531517	79532913	Heritable	0	0	0	0	1	0	1	1	0	0	0	0
chr18	79546807	79547866	Heritable	0	0	0	0	1	0	1	0	0	0	0	0
chr18	79590748	79591341	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr18	79616689	79617788	Heritable	0	0	0	0	0	0	1	1	0	0	0	0
chr18	79637220	79637396	Non-heritable	0	0	0	0	1	0	1	0	0	0	0	0
chr18	79638128	79638747	Heritable	0	0	0	0	0	0	1	1	0	0	0	0
chr18	79661914	79662609	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr18	79771140	79771330	Heritable	0	0	0	0	0	0	1	1	0	0	0	0
chr18	79881640	79881923	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr18	80035557	80035674	Heritable	1	1	0	0	1	1	0	0	0	0	0	0
chr18	80147168	80148400	Heritable	0	1	0	1	1	1	0	1	0	0	1	0
chr18	80159862	80160190	Heritable	1	1	0	0	0	1	0	1	0	0	0	0
chr18	80200290	80200789	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr19	289724	290261		1	1	0	0	1	0	0	0	1	0	0	0
chr19	291736	292021		1	0	0	1	0	0	0	1	0	0	0	0
chr19	361875	362004		0	0	0	0	1	1	0	1	0	0	1	0
chr19	386609	386864		0	0	0	0	1	1	0	0	0	0	0	0
chr19	422542	422682		1	1	0	0	1	1	0	1	0	0	0	0
chr19	479955	480216		1	0	1	0	0	0	1	0	0	0	0	0
chr19	480559	480989		0	0	1	0	0	0	1	0	0	0	0	0
chr19	489760	490212		0	1	0	0	1	1	0	1	0	1	0	0
chr19	524537	524770	Heritable	0	0	0	0	1	0	1	0	0	0	0	0
chr19	551122	551541	Non-heritable	0	0	0	0	1	0	1	1	0	0	0	0
chr19	566498	568275	Non-heritable	1	1	1	0	0	1	0	0	1	0	0	0
chr19	607334	607586	Non-heritable	0	1	0	0	0	0	0	0	0	0	0	1
chr19	609068	609305	Heritable	0	1	0	0	1	0	0	0	0	0	0	1
chr19	779258	779492	Heritable	1	0	1	0	0	0	0	0	0	0	0	0
chr19	843940	844839	Heritable	0	1	0	0	1	1	0	1	0	0	0	0
chr19	871458	872101	Heritable	1	1	0	1	1	1	0	0	0	0	1	0
chr19	934896	935403	Heritable	0	1	0	0	0	0	0	0	1	0	0	1
chr19	940342	940504	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr19	1001320	1002189		1	1	0	0	1	1	0	0	0	0	0	0
chr19	1064327	1064633	Non-heritable	1	1	0	1	1	0	0	0	0	0	0	0
chr19	1082179	1082704		0	1	0	1	0	1	0	1	0	0	0	0
chr19	1207169	1208137		0	1	0	0	1	1	0	1	1	0	0	0
chr19	1210092	1210462	Heritable	0	1	0	0	0	0	0	0	0	0	0	1
chr19	1213971	1214191	Non-heritable	0	1	1	0	0	0	0	0	1	0	0	0
chr19	1255323	1256096	Non-heritable	1	1	0	0	1	1	0	1	0	0	0	0
chr19	1381539	1381770	Non-heritable	1	0	0	0	1	0	0	0	0	0	0	0
chr19	1389440	1389989	Heritable	1	1	0	1	1	1	0	0	0	0	0	0
chr19	1394443	1395066	Non-heritable	1	1	0	1	1	1	0	0	0	0	1	0
chr19	1414142	1414528	Non-heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr19	1510595	1510814	Heritable	1	1	0	0	1	1	0	1	0	1	0	0
chr19	1540503	1540635	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr19	1700676	1700772	Non-heritable	0	0	0	0	1	0	1	0	0	0	0	0
chr19	1768381	1769149	Heritable	0	1	0	0	0	0	0	0	0	0	0	1
chr19	1789566	1790674	Non-heritable	0	1	0	0	1	1	0	1	0	0	1	0
chr19	1881552	1882291	Non-heritable	1	1	0	1	0	1	0	0	0	1	0	1
chr19	1907896	1908574	Non-heritable	1	1	0	1	1	1	0	1	0	1	0	0
chr19	1935999	1936612	Non-heritable	1	0	1	0	0	0	1	0	0	0	0	1
chr19	2128519	2128571	Heritable	1	1	0	0	0	0	0	1	0	0	0	0
chr19	2181346	2182158	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr19	2327217	2327367	Non-heritable	1	1	0	0	1	0	0	0	0	0	0	0
chr19	2331799	2332021	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	1
chr19	2337378	2337811	Non-heritable	1	1	0	1	1	1	0	0	0	0	1	0
chr19	2380896	2381439	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr19	2385013	2385088	Heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr19	2394429	2394872	Non-heritable	1	1	1	0	0	0	0	0	1	0	0	0
chr19	2507306	2507426	Heritable	1	0	1	0	0	0	0	0	1	0	0	1
chr19	2536529	2536735	Heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr19	2549702	2550042	Non-heritable	0	1	0	0	0	0	0	0	1	0	0	1
chr19	2550385	2550517	Non-heritable	0	1	0	0	0	0	0	0	0	0	0	1
chr19	2550739	2551169	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	1
chr19	2642259	2642468	Heritable	0	1	0	0	1	1	0	0	0	0	0	0
chr19	2685579	2686314	Non-heritable	1	1	1	0	0	0	0	0	1	0	0	0
chr19	2691739	2692401	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr19	2693599	2694031	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr19	2760945	2761421	Non-heritable	1	1	0	1	1	1	0	0	0	0	0	0
chr19	2774285	2774429	Heritable	1	1	0	0	0	0	0	1	0	0	0	0
chr19	3119975	3120297		0	1	0	1	1	0	0	0	0	0	0	0
chr19	3398708	3398924		0	1	0	0	0	0	0	1	1	0	0	0
chr19	3478864	3480510	Heritable	1	1	0	1	1	1	0	0	0	1	0	1
chr19	3493605	3494315	Non-heritable	0	1	0	1	1	1	0	0	0	0	0	0
chr19	3536627	3537169	Heritable	1	0	1	0	0	1	0	0	0	0	1	1
chr19	3543129	3543933	Non-heritable	1	1	0	1	0	1	0	0	0	1	0	1
chr19	3577387	3577444	Non-heritable	1	1	0	0	0	0	0	1	0	0	0	0
chr19	3648991	3649974	Heritable	0	1	0	1	1	1	0	1	0	0	0	0
chr19	3718905	3719690	Heritable	1	1	0	0	1	0	0	0	0	0	0	1
chr19	3890355	3890897	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr19	4016822	4017050	Non-heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr19	4018091	4018217	Non-heritable	0	1	1	1	0	0	0	0	0	0	0	0
chr19	4034201	4034684	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr19	4224580	4224910	Heritable	1	0	1	0	0	1	0	0	0	0	1	0
chr19	4296419	4296614	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr19	4329303	4329396	Heritable	1	1	0	1	1	0	0	0	0	0	0	0
chr19	4338653	4338855	Heritable	1	0	1	1	0	1	0	0	0	1	0	0
chr19	4725144	4725294	Heritable	1	0	0	1	1	0	0	0	0	0	0	0
chr19	4784658	4785015	Heritable	0	1	0	0	1	1	0	0	0	0	0	0
chr19	4809560	4809896	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr19	4877645	4878036	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr19	5054658	5055177	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr19	5078381	5079592	Non-heritable	1	1	0	0	1	1	0	0	0	0	0	1
chr19	5079861	5080653	Non-heritable	1	1	0	1	0	0	0	0	0	0	0	1
chr19	5229541	5229914	Heritable	0	1	0	0	1	1	0	1	0	0	0	0
chr19	5246736	5247015	Non-heritable	0	1	0	0	0	0	0	0	0	0	0	1
chr19	5290393	5291090	Non-heritable	1	1	0	0	1	0	0	1	0	0	0	0
chr19	5386762	5388152	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr19	5404225	5404349	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr19	5492631	5493129	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr19	5537155	5537472	Non-heritable	0	0	0	0	1	0	1	0	0	0	0	0
chr19	5595379	5595567	Non-heritable	1	1	0	0	1	1	0	0	0	0	0	0
chr19	5799170	5799382	Non-heritable	0	0	0	0	1	0	1	1	0	0	0	0
chr19	5947206	5947508	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr19	6241693	6242291	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr19	6282124	6282639	Heritable	1	0	0	0	1	0	0	0	0	0	0	1
chr19	6500353	6501208	Non-heritable	0	1	0	0	1	1	0	0	0	0	1	0
chr19	6509022	6510443	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr19	6531912	6532207	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr19	6631870	6632238	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr19	6906263	6906973	Heritable	0	1	1	0	0	1	0	0	0	0	0	0
chr19	7003662	7004952	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr19	7102307	7102705	Non-heritable	0	0	0	0	0	0	1	0	0	0	0	1
chr19	7183156	7183474	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr19	7227587	7227919	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr19	7436345	7436921	Heritable	1	1	0	0	0	0	0	0	0	0	0	1
chr19	7441680	7442003	Non-heritable	0	1	0	1	1	1	0	0	0	0	0	0
chr19	7691981	7693230	Heritable	0	1	1	0	0	0	0	0	1	0	0	0
chr19	7848839	7848962	Heritable	1	1	0	1	1	1	0	1	0	0	0	0
chr19	7851993	7853069	Heritable	0	1	0	0	0	1	0	0	0	0	0	1
chr19	7869793	7870169	Heritable	0	1	0	1	1	1	0	1	0	0	0	0
chr19	7902815	7903061	Heritable	1	0	0	1	1	1	0	0	0	0	0	0
chr19	8002822	8003185	Non-heritable	1	1	0	1	1	0	0	0	0	0	0	1
chr19	8069000	8069434	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr19	8352570	8352964	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr19	8449141	8450148	Heritable	1	1	1	0	0	0	0	0	0	0	0	1
chr19	8585500	8585812	Heritable	0	1	0	0	1	1	0	1	0	0	1	0
chr19	8638184	8638527	Non-heritable	0	1	1	0	0	1	0	0	0	1	0	0
chr19	9484341	9484737	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr19	9541953	9542721	Heritable	1	0	0	0	0	0	0	0	0	0	0	1
chr19	10026935	10027254		0	0	0	0	1	0	1	0	0	0	0	0
chr19	10226755	10227455	Heritable	1	1	0	0	1	0	0	0	0	0	0	1
chr19	10515393	10516966	Non-heritable	0	1	0	0	1	0	0	0	1	0	0	0
chr19	10724990	10725314	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr19	10752378	10752542	Heritable	1	1	1	0	0	0	0	0	1	0	0	0
chr19	11137257	11137581		0	1	1	0	0	1	0	0	0	0	0	0
chr19	11143193	11143335		0	1	1	0	0	0	0	0	1	0	0	0
chr19	11203288	11203617		1	1	0	1	1	1	0	0	0	0	0	0
chr19	11384401	11384496	Heritable	1	0	0	1	1	1	0	0	0	0	1	0
chr19	11457095	11457518	Heritable	0	1	0	0	0	1	0	0	0	0	0	1
chr19	11539157	11539576	Non-heritable	1	1	0	1	0	1	0	0	0	1	0	1
chr19	11623794	11624112	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr19	11640679	11640906		0	1	0	0	1	0	0	0	0	0	0	0
chr19	11930738	11932932	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr19	12051539	12051799	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr19	12139492	12139633	Heritable	1	1	0	0	1	0	0	0	0	0	0	0
chr19	12496208	12498918	Non-heritable	1	1	0	0	1	0	0	0	0	0	0	1
chr19	12564686	12564789	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr19	12621390	12621714	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr19	12647656	12648517	Heritable	1	1	0	1	1	1	0	1	0	0	0	0
chr19	12660828	12661505	Non-heritable	1	1	0	0	0	1	0	0	0	0	0	1
chr19	12711802	12712278	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr19	12765682	12766622	Heritable	1	1	0	1	1	1	0	1	0	0	1	0
chr19	12828268	12828497	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr19	12957624	12957837	Heritable	0	0	0	1	1	0	0	0	0	0	0	0
chr19	12985824	12986242	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr19	13071818	13072948	Non-heritable	1	1	1	1	0	0	0	0	0	0	0	0
chr19	13154346	13154504	Heritable	1	0	0	1	1	1	0	0	0	0	1	0
chr19	13163879	13164291	Non-heritable	0	0	0	0	1	0	1	0	1	0	0	0
chr19	13186126	13186340	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr19	13588598	13588784	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr19	13589610	13589787	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr19	13702305	13702738	Non-heritable	0	0	0	0	1	0	1	1	0	0	0	0
chr19	13763964	13764408	Heritable	0	0	0	1	1	0	0	1	0	0	0	0
chr19	13785071	13785222	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr19	13881973	13882307	Heritable	0	0	0	0	1	0	1	0	0	0	0	0
chr19	14005293	14005527	Heritable	1	1	0	1	1	0	0	0	1	0	0	0
chr19	14221525	14221908	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr19	14265973	14266286	Non-heritable	0	1	0	0	1	0	0	1	0	0	0	0
chr19	14297568	14298195	Heritable	1	0	1	0	0	0	0	0	0	0	0	0
chr19	14525740	14526578	Non-heritable	1	1	0	0	0	1	0	0	1	1	0	1
chr19	14561691	14562035	Non-heritable	1	1	0	1	0	1	0	0	0	0	0	1
chr19	14694952	14695690	Non-heritable	1	1	1	0	0	1	0	0	0	0	0	0
chr19	14786818	14787002	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr19	15126765	15127038	Non-heritable	1	0	0	1	1	0	0	0	0	0	0	0
chr19	15287868	15288735	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr19	15289654	15290465	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr19	15421866	15422142	Heritable	1	0	0	0	0	1	0	0	0	0	1	1
chr19	15471698	15472171	Heritable	0	1	0	0	1	1	0	1	0	0	0	0
chr19	15674831	15675739	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr19	15870960	15871879	Heritable	0	0	1	1	0	1	1	0	0	0	0	0
chr19	15933941	15934422	Heritable	0	1	1	1	0	1	0	0	0	1	0	0
chr19	16001671	16002063	Heritable	1	0	1	0	0	0	0	0	0	0	0	0
chr19	16719744	16719938	Heritable	1	0	1	1	0	1	0	0	0	1	0	0
chr19	16895713	16895938	Heritable	0	1	0	0	1	1	0	0	0	0	0	0
chr19	17085690	17086650	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr19	17107690	17108102	Heritable	0	1	1	0	0	0	0	0	1	0	0	0
chr19	17125606	17126200	Heritable	0	1	1	0	0	0	0	0	1	0	0	0
chr19	17134781	17135121	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr19	17323425	17324076	Heritable	0	1	0	0	1	1	0	1	0	0	1	0
chr19	17345616	17346457	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr19	17393778	17394552	Heritable	1	1	0	1	1	1	0	1	0	1	0	0
chr19	17394700	17395391	Heritable	1	0	0	1	1	0	0	0	0	0	0	0
chr19	17415735	17415854	Heritable	1	1	1	0	0	1	0	0	0	0	0	1
chr19	17680984	17681177	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr19	17855083	17855295	Non-heritable	1	0	1	0	0	0	0	0	0	0	0	0
chr19	18021187	18022177		1	0	1	1	0	0	0	0	1	0	0	0
chr19	18099701	18100250	Heritable	1	1	0	1	1	0	0	0	0	0	0	0
chr19	18307152	18307709	Non-heritable	0	1	0	0	1	1	0	0	0	0	1	1
chr19	18590289	18590458	Heritable	0	1	0	0	1	1	0	0	0	0	0	0
chr19	18777412	18777759	Heritable	0	0	0	0	0	1	0	1	0	0	1	0
chr19	18906411	18907015	Non-heritable	1	1	1	0	0	1	0	0	0	0	1	0
chr19	19342701	19343166	Heritable	1	1	1	0	0	1	0	0	0	0	0	0
chr19	19384705	19384893	Heritable	1	0	0	1	1	0	0	0	0	0	0	0
chr19	19650652	19650862	Non-heritable	1	1	0	0	0	1	0	0	0	0	0	1
chr19	19865226	19865442	Non-heritable	0	0	1	1	0	0	0	0	0	0	0	0
chr19	20237352	20237611	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr19	20253168	20254379	Heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr19	20277811	20280378	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr19	20422918	20423567	Heritable	0	1	1	0	0	0	0	0	1	0	0	0
chr19	20570058	20572896	Heritable	1	1	1	0	0	1	0	0	0	0	0	0
chr19	20575926	20577042	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr19	20662329	20662546	Heritable	1	0	1	1	0	0	0	0	0	0	0	0
chr19	20664885	20666171	Heritable	1	0	1	0	0	0	0	0	0	0	0	0
chr19	21082090	21083114	Heritable	1	1	0	1	1	1	0	1	0	1	0	0
chr19	21322076	21323255	Non-heritable	0	1	1	0	0	0	0	0	1	0	0	0
chr19	21463751	21464067		0	1	0	1	1	1	0	0	0	0	0	0
chr19	21506830	21506967		0	1	0	0	1	0	0	0	1	0	0	0
chr19	21568179	21570276		1	1	1	1	0	1	0	0	0	0	0	0
chr19	21611344	21612585		0	0	1	0	0	0	1	0	0	0	0	0
chr19	21634260	21635846	Heritable	1	0	1	1	0	1	0	0	0	0	0	0
chr19	21642887	21646414	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr19	21677615	21678442	Heritable	0	0	0	1	1	1	0	1	0	0	0	0
chr19	21884344	21884726	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr19	22053096	22053361	Heritable	1	1	1	1	0	0	0	0	0	0	0	0
chr19	22067242	22067790		1	1	1	1	0	0	0	0	0	0	0	0
chr19	22261494	22261834		0	0	0	0	1	0	1	1	0	0	0	0
chr19	22517663	22518130	Heritable	0	1	0	1	0	0	0	1	0	0	0	0
chr19	22527072	22527896	Heritable	1	1	1	0	0	1	0	0	0	0	0	0
chr19	22594791	22597361	Heritable	1	1	1	1	0	1	0	0	0	0	0	0
chr19	22617827	22618529		1	1	0	0	1	0	0	1	0	0	0	0
chr19	22633479	22634094		0	0	0	1	1	0	0	0	0	0	0	0
chr19	22647790	22648574	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr19	22784359	22785121	Heritable	0	0	1	1	0	0	0	0	0	0	0	0
chr19	23758636	23759350	Non-heritable	1	1	0	1	1	1	0	1	0	1	0	0
chr19	24086719	24087006	Non-heritable	0	1	1	1	0	0	0	0	0	0	0	0
chr19	24087905	24088209	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr19	28405984	28407158	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr19	28726786	28727998	Heritable	1	1	0	1	1	1	0	1	0	0	0	0
chr19	28816086	28818301	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr19	29088865	29088997	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr19	29492824	29493658	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr19	29504536	29505235	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr19	29666555	29666837	Non-heritable	0	1	0	1	1	0	0	0	1	0	0	0
chr19	29675603	29675979	Non-heritable	0	0	0	0	1	0	1	0	0	0	0	0
chr19	29694064	29694363	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr19	29872268	29872477	Heritable	0	0	0	0	1	0	1	1	0	0	0	0
chr19	30046471	30046929	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr19	30049431	30050717	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr19	30229511	30230762	Non-heritable	1	1	0	1	1	0	0	0	0	0	0	0
chr19	30264308	30264585	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr19	30360573	30362073	Heritable	0	1	1	0	0	0	0	0	1	0	0	0
chr19	30371729	30373642	Non-heritable	0	1	0	1	1	1	0	0	0	1	0	1
chr19	30564472	30565088		0	1	1	0	0	0	0	0	0	0	0	0
chr19	30662690	30664433		0	1	1	0	0	0	0	0	0	0	0	0
chr19	31074292	31074923		0	0	1	0	0	0	1	0	0	0	0	0
chr19	31421633	31422401		0	1	1	1	0	1	0	0	0	0	0	0
chr19	32337193	32337592		0	0	1	0	0	0	1	0	0	0	0	0
chr19	32415196	32415866		0	1	1	0	0	0	0	0	0	0	0	0
chr19	33144479	33144848	Heritable	0	1	1	0	0	1	0	0	0	0	0	0
chr19	33390009	33390621	Non-heritable	1	1	0	1	1	1	0	0	0	0	0	1
chr19	33447340	33447809	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr19	33463266	33463507		0	1	1	0	0	0	0	0	0	0	0	0
chr19	33778689	33778845		0	0	0	0	1	0	1	0	0	0	0	0
chr19	34232748	34233451	Heritable	0	0	1	0	0	0	1	0	1	0	0	0
chr19	34320497	34320813	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr19	34859376	34860259	Non-heritable	0	1	1	0	0	1	0	0	0	0	0	0
chr19	35066583	35067037	Heritable	0	1	1	0	0	1	0	0	1	0	0	0
chr19	35106473	35107473	Heritable	1	1	1	1	0	1	0	0	0	1	0	0
chr19	35225294	35225685	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr19	35290584	35293361	Heritable	1	1	1	1	0	1	0	0	1	1	0	1
chr19	35294083	35296343	Non-heritable	0	1	0	0	1	1	0	1	0	1	0	0
chr19	35318980	35319896	Heritable	0	1	1	1	0	1	0	0	1	1	0	0
chr19	35361230	35366070	Non-heritable	1	0	1	0	0	0	1	0	0	0	0	0
chr19	35395872	35396098	Heritable	1	0	1	0	0	0	0	0	0	0	0	0
chr19	35774647	35775125	Heritable	1	1	0	1	1	1	0	0	0	0	0	0
chr19	35777418	35777685	Heritable	1	1	0	1	1	1	0	0	0	0	0	0
chr19	35994088	35994466	Heritable	1	0	0	1	0	0	0	1	0	0	0	0
chr19	36096843	36097611	Heritable	1	1	1	0	0	1	0	0	0	0	1	0
chr19	36152394	36153030	Heritable	1	0	0	1	1	1	0	1	0	1	0	0
chr19	36257182	36257401		0	0	1	1	0	0	0	0	0	0	0	0
chr19	36257829	36258112		0	1	1	0	0	1	0	0	0	0	0	0
chr19	36271870	36272306	Non-heritable	0	1	0	0	1	0	0	1	0	0	0	0
chr19	36277129	36277417	Non-heritable	0	1	0	0	1	0	0	1	0	0	0	0
chr19	36294937	36295076	Heritable	0	1	0	0	1	0	0	1	0	0	0	0
chr19	36309935	36310223	Heritable	0	1	0	1	1	1	0	0	0	0	0	1
chr19	36493276	36493584	Heritable	1	0	0	0	0	0	0	0	0	0	0	1
chr19	36972298	36972758	Heritable	1	1	0	1	1	0	0	0	0	0	0	0
chr19	37104284	37106699	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr19	37171622	37171859	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr19	37210995	37211187	Heritable	1	1	1	1	0	0	0	0	0	0	0	0
chr19	37250622	37250876	Non-heritable	1	1	0	1	1	0	0	0	0	0	0	0
chr19	37303576	37304569	Heritable	0	1	0	1	1	1	0	1	1	0	0	0
chr19	37316795	37317077	Heritable	1	1	0	1	1	1	0	0	0	0	0	0
chr19	37403472	37403954	Non-heritable	0	0	0	1	0	1	0	1	1	0	0	0
chr19	37855700	37856006	Heritable	1	0	0	1	1	0	0	0	0	0	0	0
chr19	37984069	37984714	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr19	38002462	38002704	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr19	38243362	38243531	Non-heritable	0	0	1	1	0	0	0	0	0	0	0	0
chr19	38252308	38253892	Non-heritable	0	1	0	1	0	1	0	0	0	1	0	1
chr19	38255380	38255747	Heritable	1	1	0	0	1	0	0	0	0	0	0	0
chr19	38294022	38294490	Non-heritable	1	1	1	1	0	0	0	0	0	0	0	0
chr19	38502887	38503459	Heritable	0	1	0	0	1	1	0	0	0	0	0	0
chr19	38506860	38507269	Heritable	0	1	1	0	0	1	0	0	0	0	0	0
chr19	38771847	38772491	Non-heritable	1	1	0	0	1	1	0	1	0	1	0	0
chr19	38790710	38790766	Heritable	0	0	0	0	1	1	0	1	0	0	0	0
chr19	38869332	38869487	Non-heritable	0	1	0	1	0	1	0	1	0	0	0	0
chr19	38897222	38898464	Heritable	1	1	0	0	1	1	0	0	0	1	0	1
chr19	39047461	39048172	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr19	39106165	39106434	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr19	39246764	39247020	Non-heritable	1	0	0	0	1	1	0	0	0	0	1	0
chr19	39436855	39437034	Heritable	1	1	0	1	1	0	0	0	0	0	0	0
chr19	39765874	39766762	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr19	39823419	39823578	Heritable	0	0	0	0	1	0	1	0	0	0	0	0
chr19	39858381	39859340	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr19	39875530	39875935	Heritable	0	1	0	0	0	1	0	1	0	0	0	0
chr19	39891757	39892060	Heritable	1	0	0	0	0	1	0	1	0	0	0	0
chr19	40054885	40055091	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr19	40294783	40294948	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr19	40583273	40583686	Non-heritable	1	1	1	1	0	1	0	0	0	0	0	0
chr19	40609540	40609696	Heritable	1	1	0	1	0	1	0	1	0	0	0	0
chr19	40610608	40610789	Non-heritable	1	1	0	1	1	1	0	0	0	0	0	0
