seqnames	start	end	h2_category	hg38_genes_introns	hg38_cpg_inter	hg38_genes_1to5kb	hg38_cpg_shores	hg38_cpg_islands	hg38_genes_exons	hg38_cpg_shelves	hg38_enhancers_fantom	hg38_genes_promoters	hg38_genes_intergenic	hg38_genes_5UTRs	hg38_genes_3UTRs
chr16	11650334	11650559	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr16	12147636	12147845	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr16	12563933	12564838	Heritable	1	1	0	0	0	0	1	0	0	0	0	0
chr16	13839007	13839175	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr16	14405542	14405685	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr16	14427568	14428161	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr16	14559568	14559895	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr16	14973916	14974172	Heritable	0	0	1	1	0	0	0	0	1	0	0	0
chr16	14989485	14990306	Heritable	1	0	0	1	1	1	0	0	1	0	0	0
chr16	15135926	15136025	Heritable	1	0	1	0	1	1	0	0	0	0	0	0
chr16	15143654	15144192	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr16	15145343	15146416	Heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr16	15550733	15551177	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr16	16235204	16235945	Non-heritable	1	0	0	0	0	1	1	0	0	0	0	1
chr16	17857655	17858379	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr16	18559426	18560662	Heritable	1	0	0	1	0	0	1	0	0	0	0	0
chr16	18759722	18759996	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr16	19005367	19006303	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr16	19380235	19382032	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr16	19577838	19578964	Non-heritable	1	1	1	0	0	1	0	0	1	0	1	0
chr16	19579093	19579306	Heritable	1	1	0	0	0	1	0	0	1	0	1	1
chr16	19874411	19874657	Non-heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr16	19878374	19878680	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr16	21554452	21554646	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr16	21756189	21757721	Heritable	1	0	0	1	1	1	0	0	0	0	0	1
chr16	24671603	24671775	Heritable	1	1	0	0	0	0	0	0	1	0	0	0
chr16	26030979	26031701	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr16	26813362	26813955	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr16	27235167	27235562	Non-heritable	1	1	1	0	0	1	0	0	0	0	0	1
chr16	27712890	27714006	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr16	27717777	27719008	Heritable	1	1	0	0	0	1	0	0	1	0	0	0
chr16	28059602	28060384	Heritable	1	0	0	0	0	0	1	0	0	0	0	0
chr16	28364835	28365126	Heritable	0	0	1	1	1	1	0	0	0	0	0	0
chr16	28402296	28403216	Non-heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr16	29179741	29180144	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr16	29469561	29470004	Heritable	1	0	1	0	0	0	1	0	0	0	0	0
chr16	29611609	29612114	Heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr16	31095224	31095382	Heritable	1	0	1	1	0	1	0	0	1	0	0	0
chr16	31428175	31428360	Heritable	1	0	0	0	1	1	0	0	1	0	1	0
chr16	32115559	32116672	Non-heritable	1	0	1	1	1	0	0	0	1	0	0	0
chr16	32202576	32202654	Heritable	1	0	0	0	1	1	0	0	0	0	0	0
chr16	32812229	32812263	Low prediction	1	0	1	0	1	0	0	0	1	0	0	0
chr16	46553325	46554582	Non-heritable	1	1	0	0	0	1	0	0	0	0	0	0
chr16	46844282	46844434	Non-heritable	0	0	0	0	1	1	0	0	0	0	0	0
chr16	49484126	49484935	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr16	49969386	49969593	Heritable	0	1	0	0	0	0	0	0	1	0	0	0
chr16	50328985	50330509	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr16	50469468	50470215	Heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr16	50539569	50540200	Heritable	1	1	0	0	0	1	0	0	0	0	0	0
chr16	50665982	50666148	Heritable	0	1	0	0	0	1	0	0	1	0	0	0
chr16	50673627	50673881	Heritable	1	0	0	0	1	1	0	0	0	0	0	0
chr16	53373594	53373896	Heritable	1	0	1	1	1	1	0	0	1	0	0	0
chr16	54194350	54194622	Heritable	0	0	0	1	1	0	0	0	0	1	0	0
chr16	54317972	54319996	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr16	54512636	54513107	Non-heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr16	54593670	54593841	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr16	54651949	54653979	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr16	54986549	54987392	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr16	55502676	55503185	Heritable	1	1	1	0	0	1	0	0	0	0	0	0
chr16	55760119	55761289	Heritable	1	1	0	0	0	1	0	0	1	0	0	0
chr16	56300008	56300451	Heritable	1	1	1	0	0	0	0	0	1	0	0	0
chr16	56518522	56519128	Heritable	1	0	1	1	0	0	0	0	0	0	0	0
chr16	57260727	57261430	Heritable	1	1	0	0	0	0	0	1	0	0	0	0
chr16	57285258	57285450	Heritable	0	0	0	1	0	0	0	0	1	0	0	0
chr16	57686697	57687329	Heritable	1	1	0	0	0	1	0	0	0	0	0	0
chr16	57803006	57803989	Heritable	1	0	1	1	1	1	0	0	1	0	1	0
chr16	58057170	58057545	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr16	58295057	58295403	Heritable	1	1	0	0	0	1	0	0	1	0	0	0
chr16	58514565	58514720	Heritable	0	0	1	1	0	0	0	0	1	0	0	0
chr16	62032628	62033934	Heritable	1	0	0	1	0	0	1	0	0	0	0	0
chr16	63617234	63617758	Heritable	1	1	0	0	0	1	0	0	0	0	0	0
chr16	65071029	65071960	Heritable	1	1	0	0	0	0	0	1	0	0	0	0
chr16	65998454	66000275	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr16	66752295	66752775	Heritable	0	0	1	1	0	1	0	0	1	0	0	0
chr16	67479667	67479925	Heritable	1	0	1	1	0	0	0	0	0	0	0	0
chr16	67601294	67601577	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr16	67926195	67927394	Heritable	1	1	0	0	0	1	0	0	0	0	0	0
chr16	68644250	68644457	Non-heritable	1	0	1	1	0	1	0	0	1	0	0	0
chr16	69315778	69316260	Heritable	1	1	1	0	0	1	1	0	0	0	1	1
chr16	69880375	69880863	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr16	69894568	69895233	Heritable	1	1	0	0	0	1	0	0	1	0	0	0
chr16	70298274	70298689	Heritable	1	1	1	0	0	0	0	0	1	0	0	0
chr16	70410319	70410891	Heritable	1	1	0	0	0	0	0	1	0	0	0	0
chr16	70428089	70428827	Non-heritable	1	1	0	0	0	0	0	1	0	0	0	0
chr16	70715572	70715807	Heritable	1	1	0	0	0	1	0	0	0	0	0	0
chr16	71485145	71485247	Heritable	1	1	1	0	0	0	0	0	1	0	0	0
chr16	71896786	71897097	Heritable	1	0	1	1	0	0	0	0	0	0	0	0
chr16	72927336	72927543	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr16	73334551	73334705	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr16	74716963	74717706	Heritable	1	0	0	1	0	1	0	0	1	0	0	0
chr16	74724181	74725559	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr16	74747794	74749211	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr16	74773528	74773971	Heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr16	74991855	74992403	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr16	75105517	75106148	Heritable	1	1	0	0	0	1	0	0	0	0	0	0
chr16	75246222	75246367	Heritable	1	1	1	0	0	1	0	0	0	0	0	0
chr16	75538621	75539417	Heritable	1	1	1	0	0	1	0	0	0	0	0	1
chr16	77430610	77433933	Non-heritable	1	0	1	1	0	1	1	1	1	0	0	0
chr16	77660265	77660478	Heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr16	78122690	78123152	Non-heritable	1	1	0	0	0	0	0	0	1	0	0	0
chr16	80526572	80526975	Non-heritable	1	1	0	0	0	1	0	0	0	0	0	0
chr16	80992849	80994284	Non-heritable	1	1	1	0	0	0	0	1	1	0	0	0
chr16	81008239	81008410	Heritable	1	0	1	1	0	0	0	0	0	0	0	0
chr16	81018140	81018463	Non-heritable	1	1	0	0	0	1	0	0	0	0	0	0
chr16	81168794	81169921	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr16	81564763	81565159	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr16	81582944	81583644	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr16	81618711	81618838	Heritable	1	1	1	0	0	1	0	0	0	0	0	0
chr16	82342487	82343103	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr16	83137418	83137973	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr16	83743831	83743988	Non-heritable	1	1	1	0	0	1	0	0	0	0	0	0
chr16	83887639	83887978	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr16	83953923	83954129	Heritable	1	1	1	0	0	1	0	0	0	0	0	0
chr16	84063272	84064244	Non-heritable	1	1	1	0	0	1	0	0	0	0	0	0
chr16	84090391	84090502	Non-heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr16	84374069	84374527	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr16	84406003	84406623	Non-heritable	1	1	1	0	0	1	0	0	1	0	0	0
chr16	84430016	84430883	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr16	84537640	84538753	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr16	84730338	84730614	Non-heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr16	84864152	84864845	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr16	84891481	84891888	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr16	84922647	84923076	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr16	85068756	85068984	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr16	85072696	85073073	Non-heritable	1	1	0	0	0	1	0	0	0	0	0	0
chr16	85284011	85284396	Non-heritable	1	0	1	1	1	0	0	0	0	0	0	0
chr16	85285892	85287449	Non-heritable	1	0	0	1	1	1	0	0	0	0	0	0
chr16	85290929	85291914	Heritable	1	1	0	0	0	0	1	0	0	0	0	0
chr16	85303348	85303422	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr16	85424560	85425561	Non-heritable	1	1	0	0	0	0	0	1	0	0	0	0
chr16	85453262	85453418	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr16	85573620	85573972	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr16	85583852	85584535	Non-heritable	1	0	0	1	0	0	1	1	1	0	0	0
chr16	85651737	85652126	Non-heritable	1	0	1	1	0	0	0	0	0	0	0	0
chr16	85652355	85652865	Non-heritable	1	0	1	1	0	0	0	0	0	0	0	0
chr16	85664723	85665079	Non-heritable	1	1	0	0	0	1	0	0	1	0	0	0
chr16	85688285	85688414	Non-heritable	1	0	0	1	0	0	0	0	1	0	0	0
chr16	86029050	86029810	Non-heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr16	86285648	86285982	Non-heritable	1	0	0	1	0	0	0	0	1	0	0	0
chr16	86444912	86445364	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr16	86533519	86535437	Non-heritable	1	0	1	1	0	1	1	0	1	0	0	0
chr16	86577925	86578330	Heritable	1	0	0	1	0	0	0	0	1	0	0	0
chr16	86669957	86670354	Non-heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr16	86761386	86762112	Heritable	0	1	1	0	0	0	0	1	0	0	0	0
chr16	86929318	86929625	Heritable	1	0	0	0	0	1	1	1	0	0	0	0
chr16	86931347	86932098	Non-heritable	1	0	0	1	1	1	0	1	1	0	0	0
chr16	86942572	86942940	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr16	87017154	87017466	Non-heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr16	87050158	87050481	Heritable	0	1	0	0	0	0	0	1	0	1	0	0
chr16	87062051	87062476	Non-heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr16	87477323	87477471	Non-heritable	1	0	1	1	0	0	0	0	0	0	0	0
chr16	87648279	87648593	Non-heritable	1	0	1	0	0	0	1	0	0	0	0	0
chr16	87725824	87726161	Non-heritable	1	0	0	1	1	0	0	1	0	0	0	0
chr16	87778218	87778625	Heritable	1	0	0	1	0	1	0	1	1	0	0	0
chr16	87778910	87779071	Non-heritable	1	0	0	1	0	1	0	1	1	0	0	0
chr16	87844446	87844561	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr16	87874545	87875034	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr16	88007305	88007736	Non-heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr16	88039323	88039423	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr16	88078356	88078681	Non-heritable	0	0	0	1	0	0	0	0	0	1	0	0
chr16	88258447	88258941	Heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr16	88422189	88422909	Heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr16	88522474	88522752	Non-heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr16	88593348	88593992	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr16	88661659	88662040	Non-heritable	1	0	1	1	0	0	0	0	1	0	0	0
chr16	88730764	88731355	Heritable	1	0	1	0	0	1	1	0	1	0	0	0
chr16	88736901	88737193	Heritable	1	0	1	1	0	1	0	0	0	0	0	0
chr16	88755293	88755951	Heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr16	88802352	88802461	Heritable	0	0	1	1	0	0	0	0	0	0	0	0
chr16	88828941	88829067	Heritable	1	0	1	0	1	0	0	0	0	0	0	0
chr16	88924830	88924935	Non-heritable	1	0	0	0	0	0	1	0	0	0	0	0
chr16	89079864	89080270	Heritable	0	0	0	1	0	0	0	0	0	1	0	0
chr16	89125065	89125583	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr16	89230235	89230617	Non-heritable	0	0	1	0	0	1	1	0	0	0	0	1
chr16	89356337	89356911	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr16	89394559	89394840	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr16	89640775	89641752	Heritable	1	1	0	0	0	1	0	0	0	1	0	0
chr16	89727486	89727871	Non-heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr16	89837781	89837961	Heritable	1	0	0	0	0	0	1	1	0	0	0	0
chr16	89903004	89903266	Heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr16	89971793	89972132	Heritable	1	0	1	1	1	1	0	0	1	0	0	0
chr16	90022054	90022226	Heritable	1	0	1	1	0	1	0	0	1	0	1	0
chr16	90048101	90048155	Non-heritable	0	0	1	1	0	0	0	0	1	0	0	0
chr16	90077236	90078322	Heritable	1	0	1	1	1	1	0	1	1	0	1	0
chr16	90082251	90082812	Heritable	1	0	1	1	1	0	0	0	0	0	0	0
chr16	90106059	90106806	Heritable	1	0	0	1	1	1	0	0	1	0	0	0
chr17	1061823	1062169	Non-heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr17	1404975	1405433	Heritable	0	1	1	0	0	0	0	0	0	1	0	0
chr17	1469297	1469559	Heritable	1	0	1	0	0	1	1	0	1	0	0	0
chr17	1648319	1648446	Heritable	1	0	1	1	1	1	0	0	0	0	0	0
chr17	2689544	2690236	Heritable	0	0	1	1	1	1	0	0	0	0	0	1
chr17	2924265	2924495	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr17	2982869	2983398	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr17	3176094	3177013	Heritable	1	1	0	0	0	1	0	0	1	0	0	0
chr17	3529920	3530511	Heritable	1	0	1	0	0	1	1	0	1	0	0	1
chr17	3688029	3688088	Heritable	0	1	0	0	0	1	0	0	1	0	0	0
chr17	3818010	3818908	Heritable	1	1	1	0	0	1	0	0	0	0	0	1
chr17	3913107	3913744	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr17	4533535	4533869	Heritable	1	0	1	0	0	1	1	0	1	0	0	0
chr17	4534232	4535098	Heritable	1	0	1	1	0	1	0	1	1	0	0	0
chr17	4536092	4536882	Heritable	1	0	0	1	1	1	0	0	1	0	0	0
chr17	4656813	4657143	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr17	4708789	4709617	Heritable	0	0	1	1	0	0	0	0	1	0	0	0
chr17	4856729	4857013	Heritable	1	1	0	0	0	1	0	0	0	0	0	0
chr17	4901675	4902106	Heritable	1	0	1	0	1	1	0	0	1	0	1	1
chr17	5062022	5062943	Heritable	0	1	0	0	0	1	0	0	0	1	0	0
chr17	5226070	5226242	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr17	5305979	5306559	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr17	5770326	5771648	Heritable	0	1	1	0	0	0	0	0	1	0	0	0
chr17	5931750	5932113	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr17	6257296	6258158	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr17	6473138	6473430	Heritable	1	1	0	0	0	1	0	0	1	0	0	0
chr17	6654674	6655677	Heritable	1	0	1	1	1	1	0	0	1	0	0	0
chr17	6657205	6657412	Heritable	1	0	1	0	1	1	0	0	1	0	0	0
chr17	6830292	6830909	Heritable	1	1	0	0	0	1	0	0	0	0	1	0
chr17	6903381	6904208	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr17	6995795	6996249	Heritable	1	0	1	0	1	1	0	0	1	0	1	0
chr17	7456305	7456513	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr17	8300508	8301046	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr17	8479913	8480276	Heritable	1	0	0	0	0	1	1	0	0	0	0	1
chr17	8994102	8994550	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr17	9116019	9116202	Heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr17	9271918	9272438	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr17	9748712	9748955	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr17	9902945	9903473	Heritable	1	0	1	1	0	0	0	0	0	0	0	0
chr17	10036526	10037055	Non-heritable	1	1	0	0	0	1	0	0	1	0	1	0
chr17	11247008	11247412	Heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr17	12069728	12070374	Heritable	1	1	0	0	0	1	0	0	1	0	0	0
chr17	12987165	12987493	Non-heritable	1	1	1	0	0	1	0	0	0	0	0	0
chr17	13974049	13974475	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr17	15171619	15172052	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr17	15256439	15256733	Heritable	1	1	1	0	0	0	1	0	0	0	0	0
chr17	15398662	15399254	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr17	15490750	15491593	Heritable	1	1	0	0	0	0	0	1	0	0	0	0
chr17	15619418	15620196	Heritable	1	1	1	0	0	1	0	0	1	0	1	0
chr17	15642382	15644062	Heritable	1	1	1	0	0	1	0	0	1	0	1	0
chr17	15749451	15750383	Heritable	0	0	1	1	1	0	0	0	1	0	0	0
chr17	15769392	15769639	Heritable	1	1	0	0	0	1	0	0	0	0	0	0
chr17	16690002	16690540	Heritable	1	0	1	1	1	1	0	0	1	0	1	0
chr17	16745932	16746579	Heritable	1	1	0	0	0	1	0	0	0	0	0	0
chr17	16997705	16998019	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr17	17205510	17205739	Heritable	1	0	0	0	1	0	0	0	0	0	0	0
chr17	18670119	18670238	Heritable	1	0	0	1	0	1	0	0	0	0	0	1
chr17	18817940	18818031	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr17	19032079	19032846	Heritable	1	1	0	0	0	1	0	0	0	0	0	0
chr17	19506597	19506989	Heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr17	20116173	20117842	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr17	20320457	20320773	Heritable	1	0	1	0	1	0	0	0	1	0	0	0
chr17	20530940	20531357	Heritable	0	0	1	1	0	0	0	0	1	0	0	0
chr17	20896067	20896510	Non-heritable	1	0	1	0	1	1	0	0	1	0	0	0
chr17	20992666	20993371	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr17	21317179	21317362	Non-heritable	0	0	0	1	0	0	0	0	0	1	0	0
chr17	21573749	21574824	Heritable	1	1	1	0	0	1	0	0	1	0	0	0
chr17	21683277	21683467	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr17	21760742	21762317	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr17	21795561	21795747	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr17	22118694	22119985	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr17	26937335	26939176	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr17	29082933	29083589	Heritable	1	0	1	1	0	0	1	0	1	0	0	0
chr17	29614276	29614981	Heritable	1	0	0	1	0	1	0	0	0	0	0	1
chr17	30105278	30105578	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr17	30340603	30341876	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr17	30711017	30711192	Heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr17	30736582	30736863	Heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr17	30970026	30970462	Heritable	1	0	1	1	0	1	0	0	1	0	0	0
chr17	31318443	31319005	Heritable	1	1	1	0	0	1	0	0	1	0	1	1
chr17	32063484	32063756	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr17	32258780	32259559	Non-heritable	1	1	0	0	0	1	0	0	0	0	0	0
chr17	32495830	32496021	Heritable	1	0	0	1	1	1	0	0	0	0	0	0
chr17	32822413	32823176	Heritable	1	0	0	1	1	0	0	1	0	0	0	0
chr17	32870737	32871769	Heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr17	34402506	34403528	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr17	35235891	35236982	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr17	35345362	35345602	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr17	35346966	35347237	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr17	35431890	35432967	Heritable	1	1	0	0	0	1	0	0	1	0	1	0
chr17	35461274	35461721	Heritable	0	0	1	1	0	0	0	0	1	0	0	0
chr17	35749953	35750558	Heritable	1	1	0	0	0	1	0	0	0	0	0	0
chr17	35929997	35930292	Heritable	1	0	0	1	0	1	0	0	1	0	1	0
chr17	37047700	37047901	Heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr17	37252033	37252440	Heritable	1	1	1	0	0	1	0	0	0	0	0	0
chr17	37373492	37373750	Heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr17	38433859	38434946	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr17	38840828	38841399	Heritable	1	0	0	1	1	1	0	0	0	0	1	0
chr17	39057465	39058062	Heritable	1	1	0	0	0	1	0	0	0	0	0	0
chr17	39357650	39358271	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr17	39451683	39451799	Heritable	0	0	0	1	0	0	0	0	1	0	0	0
chr17	40039018	40039472	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr17	40361733	40362506	Heritable	1	0	0	1	0	1	0	0	0	0	0	1
chr17	40553635	40554327	Heritable	0	1	0	0	0	1	0	0	0	1	0	1
chr17	40779260	40779825	Heritable	1	0	1	1	1	1	0	0	0	0	0	0
chr17	41077541	41079414	Heritable	0	1	1	0	0	0	0	0	0	1	0	0
chr17	41632752	41633597	Heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr17	41635197	41635397	Heritable	1	1	1	0	0	1	0	0	0	0	0	0
chr17	41967864	41975294	Heritable	1	1	1	1	1	1	1	0	1	0	1	1
chr17	41992265	41993230	Heritable	1	1	0	0	0	1	0	0	1	0	0	1
chr17	42039770	42040431	Heritable	1	0	1	0	1	1	0	0	0	0	0	0
chr17	42056323	42058035	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr17	42212096	42212623	Heritable	1	1	1	0	0	1	0	0	0	0	0	1
chr17	42287747	42288016	Heritable	1	0	1	1	0	1	0	0	1	0	1	0
chr17	42543675	42543933	Heritable	1	1	1	0	0	1	0	0	0	0	0	1
chr17	43006724	43006821	Heritable	0	1	0	0	0	1	0	0	1	0	1	0
chr17	43035931	43036427	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr17	43126118	43126340	Heritable	1	0	1	0	1	0	0	0	1	0	0	0
chr17	43360037	43362370	Heritable	1	0	1	1	1	1	0	0	1	0	0	0
chr17	43528637	43528852	Non-heritable	1	1	0	0	0	1	0	0	0	0	0	0
chr17	43678676	43679073	Heritable	0	1	0	0	0	0	0	0	1	0	0	0
chr17	43822271	43822930	Heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr17	44353578	44354001	Heritable	0	0	0	1	1	1	0	0	0	0	0	1
chr17	44540143	44541016	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr17	44794281	44794827	Heritable	0	1	0	0	0	1	0	0	0	1	0	0
chr17	44987523	44987718	Heritable	1	0	0	0	0	0	1	0	0	0	0	0
chr17	45021229	45021681	Heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr17	45491617	45491681	Heritable	0	0	1	1	0	0	0	0	1	0	0	0
chr17	45500380	45501480	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr17	45585761	45586115	Heritable	0	0	1	0	1	1	0	0	1	0	0	0
chr17	45948075	45948808	Heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr17	46243671	46243761	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr17	46260251	46260593	Heritable	0	0	0	1	1	1	0	0	0	0	0	0
chr17	47324330	47325059	Heritable	1	0	1	1	0	1	0	0	1	0	1	0
chr17	47707536	47708970	Heritable	1	0	0	1	1	1	0	0	0	0	0	0
chr17	47811493	47811990	Heritable	1	0	1	1	0	0	1	0	0	0	0	0
chr17	48817481	48817739	Heritable	0	0	0	1	0	0	0	0	1	0	0	0
chr17	48943794	48944085	Heritable	1	0	1	1	0	1	0	0	1	0	0	0
chr17	49249433	49249705	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr17	49339055	49339685	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr17	49471384	49471669	Heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr17	49798357	49798498	Heritable	1	1	0	0	0	1	0	0	0	0	1	0
chr17	50507855	50508037	Heritable	1	0	0	1	1	0	0	0	1	0	0	0
chr17	50781333	50781576	Heritable	0	0	0	0	1	1	0	0	0	0	0	0
chr17	50944366	50944857	Heritable	1	0	0	1	1	1	0	0	1	0	0	0
chr17	52884238	52884560	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr17	57928483	57929336	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
