seqnames	start	end	h2_category	hg38_genes_1to5kb	hg38_cpg_islands	hg38_genes_exons	hg38_genes_introns	hg38_genes_3UTRs	hg38_cpg_inter	hg38_cpg_shores	hg38_cpg_shelves	hg38_enhancers_fantom	hg38_genes_promoters	hg38_genes_intergenic	hg38_genes_5UTRs
chr15	101063872	101064220	Heritable	0	0	1	1	0	1	0	0	0	1	0	0
chr15	101128058	101128829	Non-heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr15	101133743	101134309	Non-heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr15	101309858	101310019	Non-heritable	1	0	0	1	0	1	0	0	0	1	0	0
chr15	101451355	101451871	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr15	101480232	101480576	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr15	101523552	101523856	Heritable	0	0	1	1	0	1	0	0	0	0	0	0
chr15	101531379	101531632	Heritable	1	0	0	0	0	1	0	0	0	0	0	0
chr15	101675913	101676249	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr16	1150083	1150395	Heritable	1	1	0	0	0	0	1	0	0	0	0	0
chr16	1163340	1163770	Heritable	1	0	0	1	0	0	0	1	0	0	0	0
chr16	1509741	1510243	Heritable	1	1	1	1	1	0	1	0	0	0	0	0
chr16	1548762	1549252	Non-heritable	0	1	0	1	0	0	1	0	0	0	0	0
chr16	1565187	1565785	Heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr16	1643810	1644186	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr16	1740472	1740706	Heritable	1	1	1	1	0	0	0	0	0	0	0	0
chr16	1749048	1749731	Heritable	0	0	0	1	0	0	1	1	0	0	0	0
chr16	1752241	1753151	Heritable	0	0	1	1	0	1	0	0	0	1	0	0
chr16	1762306	1763017	Non-heritable	1	0	1	1	0	0	1	0	0	1	0	0
chr16	2081751	2082179	Non-heritable	1	0	1	1	1	0	0	1	0	1	0	0
chr16	2086201	2086296	Heritable	0	0	1	0	1	0	1	0	0	1	0	0
chr16	2087410	2088380	Heritable	1	0	1	1	1	0	0	1	0	0	0	0
chr16	2090594	2090988	Heritable	0	1	1	1	1	0	0	0	0	1	0	0
chr16	2101703	2102841	Heritable	1	0	1	1	1	0	1	0	0	1	0	0
chr16	2103593	2104267	Heritable	1	1	1	1	0	0	1	0	0	1	0	0
chr16	2109363	2109640	Heritable	1	1	1	1	0	0	0	0	0	1	0	0
chr16	2116698	2117469	Heritable	1	0	1	1	0	0	1	0	0	0	0	0
chr16	2129187	2130194	Heritable	1	0	0	1	0	0	1	1	0	0	0	0
chr16	2136775	2137065	Heritable	1	0	0	0	0	0	1	0	0	1	0	0
chr16	2273715	2273973	Heritable	0	0	0	0	0	1	0	0	0	1	0	0
chr16	2450641	2451028	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr16	2452140	2452310	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr16	2489811	2490450	Heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr16	2557269	2557469	Heritable	1	0	1	1	0	1	0	0	0	1	0	0
chr16	2561057	2561308	Heritable	1	0	0	1	0	0	0	1	0	0	0	0
chr16	2592661	2593084	Heritable	0	0	1	1	0	1	0	0	0	0	0	0
chr16	2597683	2598307	Heritable	1	0	1	0	1	1	0	0	0	1	0	0
chr16	2767325	2767619	Heritable	1	0	1	0	0	0	1	0	0	1	0	0
chr16	2867731	2867836	Heritable	0	0	1	1	0	0	1	0	0	0	0	0
chr16	3101631	3102319	Heritable	1	0	0	1	0	1	0	1	0	0	0	0
chr16	3143566	3144317	Heritable	1	0	1	1	0	0	1	0	0	1	0	0
chr16	3180663	3181167	Heritable	0	0	0	0	0	0	1	1	1	0	1	0
chr16	3493482	3493723	Heritable	1	0	1	1	1	0	0	1	0	0	0	0
chr16	3642463	3643118	Heritable	0	0	1	1	0	1	0	0	0	1	0	1
chr16	3652376	3652671	Heritable	1	0	0	1	0	1	0	0	0	1	0	0
chr16	3950614	3950919	Heritable	1	0	0	0	0	1	0	0	0	1	0	0
chr16	4381078	4381618	Heritable	0	0	1	1	0	1	0	0	0	0	0	0
chr16	4401266	4401603	Heritable	0	0	0	1	0	1	0	0	1	0	0	0
chr16	4409579	4409954	Heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr16	4673797	4673875	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr16	4680209	4681771	Heritable	1	1	1	1	1	0	1	0	0	1	0	0
chr16	4800436	4801267	Heritable	1	0	1	1	1	0	1	0	0	1	0	0
chr16	4859941	4861119	Heritable	0	0	1	1	1	1	0	0	0	1	0	0
chr16	4870116	4871030	Heritable	1	0	1	1	0	1	0	0	0	1	0	0
chr16	8983653	8983918	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr16	11670756	11671130	Non-heritable	0	0	0	1	0	0	1	1	0	0	0	0
chr16	14918588	14918683	Heritable	1	0	1	0	0	0	1	0	0	0	0	0
chr16	14974064	14974172	Heritable	1	0	0	0	0	0	1	0	0	1	0	0
chr16	15132888	15133359	Heritable	1	1	1	1	0	0	1	0	0	0	0	0
chr16	15142007	15142350	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr16	15550733	15551323	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr16	16150095	16150358	Heritable	0	0	1	1	1	1	0	0	0	0	0	0
chr16	16369179	16369328	Heritable	0	0	1	1	0	0	1	0	0	0	0	0
chr16	17161066	17161465	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr16	19005526	19006230	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr16	19577838	19578813	Heritable	1	0	1	1	0	1	0	0	0	1	0	1
chr16	19783674	19784479	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr16	19994644	19995063	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr16	20610369	20614145	Heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr16	21159727	21161060	Heritable	1	0	1	1	0	0	1	1	0	1	0	1
chr16	21166608	21167086	Non-heritable	1	0	1	1	0	1	0	0	0	0	0	0
chr16	22321943	22322327	Heritable	0	0	0	1	0	0	0	1	0	0	0	0
chr16	23409064	23409345	Heritable	1	0	0	1	0	0	1	0	0	0	0	0
chr16	23500303	23500768	Heritable	1	0	0	1	0	1	0	0	0	1	0	0
chr16	23582550	23583210	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr16	27220708	27221384	Heritable	0	0	1	0	1	1	0	0	0	0	0	0
chr16	27718135	27719008	Heritable	0	0	1	1	0	1	0	0	0	1	0	0
chr16	28059955	28060222	Heritable	0	0	0	1	0	0	0	1	0	0	0	0
chr16	28365041	28365126	Heritable	1	1	1	0	0	0	1	0	0	0	0	0
chr16	28862684	28862776	Heritable	1	0	0	1	0	0	1	0	0	1	0	0
chr16	29611377	29611686	Heritable	0	0	0	1	0	0	1	0	0	0	0	0
chr16	29635997	29636159	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr16	29814150	29814763	Heritable	1	0	1	1	1	0	1	0	0	1	0	0
chr16	29901413	29902570	Heritable	1	1	1	1	0	0	1	0	0	0	0	1
chr16	31008087	31009545	Heritable	0	0	0	1	0	0	1	1	0	0	0	0
chr16	31274002	31275339	Heritable	1	0	0	1	0	1	0	0	0	1	0	0
chr16	32115559	32115626	Heritable	1	1	0	1	0	0	1	0	0	0	0	0
chr16	32116498	32116775	Heritable	0	1	1	1	0	0	0	0	0	1	0	0
chr16	49273283	49274210	Heritable	0	0	1	1	0	0	1	0	1	1	0	0
chr16	49602572	49603017	Heritable	0	0	0	1	0	0	1	1	0	0	0	0
chr16	49750219	49750872	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr16	50469912	50470077	Heritable	0	0	0	1	0	0	1	0	0	0	0	0
chr16	50711746	50712329	Heritable	1	0	1	0	0	1	0	0	0	1	0	0
chr16	53373646	53373896	Heritable	1	1	1	1	0	0	1	0	0	1	0	0
chr16	54291349	54291714	Non-heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr16	54318103	54319733	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr16	55371447	55371741	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr16	55760119	55761051	Heritable	0	0	1	1	0	1	0	0	0	1	0	0
chr16	57289355	57290263	Non-heritable	1	0	0	0	0	1	0	0	0	0	1	0
chr16	57803006	57803989	Heritable	1	1	1	1	0	0	1	0	0	1	0	1
chr16	58462350	58462866	Heritable	1	0	1	0	0	0	1	0	0	1	0	1
chr16	63617322	63617677	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr16	65059691	65060055	Heritable	0	0	0	1	0	1	0	0	1	1	0	0
chr16	66264572	66264869	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr16	67479667	67479917	Heritable	1	0	0	1	0	0	1	0	0	0	0	0
chr16	67661850	67664735	Heritable	1	0	1	1	1	0	1	1	0	1	0	0
chr16	67714851	67715297	Heritable	0	0	0	1	0	1	0	1	0	0	0	0
chr16	67734423	67735024	Non-heritable	0	0	1	1	1	1	0	0	0	0	0	0
chr16	67880775	67882079	Non-heritable	1	0	1	1	0	1	0	0	0	1	0	0
chr16	67926588	67927709	Heritable	0	0	1	1	1	1	0	0	0	0	0	0
chr16	68258865	68259547	Non-heritable	1	0	1	1	1	1	0	0	0	1	0	0
chr16	69799321	69799910	Heritable	0	0	1	1	0	1	0	0	0	0	0	0
chr16	69880375	69880750	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr16	69894841	69895053	Non-heritable	0	0	1	1	0	1	0	0	0	1	0	0
chr16	70298274	70298689	Heritable	1	0	0	1	0	1	0	0	0	1	0	0
chr16	70399507	70400344	Heritable	0	0	1	1	0	1	0	0	0	0	0	1
chr16	70683560	70684623	Heritable	1	0	0	1	0	0	1	0	0	0	0	0
chr16	70714943	70716257	Heritable	0	0	1	1	0	1	0	0	1	0	0	0
chr16	72938278	72938641	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr16	72961160	72961459	Heritable	0	0	0	1	0	0	1	0	0	0	0	0
chr16	74421532	74422348	Heritable	0	0	1	0	0	1	0	0	0	1	0	0
chr16	74747909	74749274	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr16	74773528	74774113	Non-heritable	0	0	0	1	0	0	1	0	0	0	0	0
chr16	75095359	75095791	Heritable	0	0	1	1	0	1	0	0	0	0	0	0
chr16	75242927	75243493	Heritable	1	0	1	1	1	1	0	0	0	1	0	1
chr16	77430610	77433991	Heritable	1	0	1	1	0	0	1	1	1	1	0	0
chr16	77435880	77436101	Non-heritable	1	0	1	1	0	0	1	0	0	1	0	0
chr16	78344082	78345380	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr16	78515919	78516331	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr16	79079909	79080360	Non-heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr16	79429405	79430692	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr16	81583031	81583571	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr16	81895484	81895889	Non-heritable	0	0	1	1	1	1	0	0	0	1	0	0
chr16	83137418	83137768	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr16	83743831	83744329	Non-heritable	1	0	1	1	0	1	0	0	0	0	0	0
chr16	84199933	84200212	Non-heritable	1	0	0	0	0	1	0	0	0	0	0	0
chr16	84537832	84538319	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr16	84832593	84832818	Non-heritable	0	0	0	1	0	1	0	0	1	0	0	0
chr16	84864183	84864845	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr16	84986426	84986754	Non-heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr16	85048999	85049232	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr16	85065979	85066518	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr16	85072696	85073179	Non-heritable	0	0	1	1	0	1	0	0	0	0	0	0
chr16	85228911	85229282	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr16	85284070	85284568	Non-heritable	0	1	0	1	0	0	1	0	0	0	0	0
chr16	85290978	85291914	Non-heritable	0	0	0	1	0	1	0	1	0	0	0	0
chr16	85424468	85425028	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr16	85605864	85606518	Heritable	1	0	0	1	0	1	0	1	0	0	0	0
chr16	85724676	85725205	Heritable	0	0	0	1	0	1	0	0	1	0	0	0
chr16	87333098	87333332	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr16	87370966	87371868	Heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr16	87426167	87426306	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr16	87477323	87477471	Heritable	1	0	0	1	0	0	1	0	0	0	0	0
chr16	87517475	87519173	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr16	87791041	87791596	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr16	87911202	87911295	Non-heritable	0	0	0	1	0	0	0	1	0	0	0	0
chr16	88072640	88072974	Heritable	0	0	0	1	0	0	1	0	0	0	0	0
chr16	88267267	88267573	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr16	88606279	88606797	Heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr16	88626602	88627012	Heritable	1	0	1	1	0	0	0	1	0	1	0	0
chr16	88755300	88755859	Heritable	0	0	0	1	0	0	1	0	0	0	0	0
chr16	88873329	88873676	Heritable	0	0	0	0	0	0	0	1	0	0	1	0
chr16	88899955	88900796	Heritable	0	1	0	1	0	0	1	0	0	0	0	0
chr16	88911447	88911650	Heritable	0	0	0	1	0	0	1	0	0	0	0	0
chr16	88925498	88925989	Heritable	0	0	0	1	0	0	1	1	1	0	0	0
chr16	88928864	88929267	Heritable	0	0	0	1	0	0	1	0	0	0	0	0
chr16	88934212	88934525	Heritable	0	0	0	1	0	0	1	0	0	0	0	0
chr16	89085031	89085192	Heritable	1	0	0	0	0	1	0	0	0	0	0	0
chr16	89106957	89107297	Heritable	1	1	0	1	0	0	1	0	0	0	0	0
chr16	89197306	89199713	Heritable	0	0	1	1	0	0	1	1	0	1	0	1
chr16	89276043	89276327	Heritable	1	0	0	1	0	0	0	1	0	1	0	0
chr16	89385623	89385952	Heritable	0	0	0	1	0	1	0	1	0	0	0	0
chr16	89394665	89394840	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr16	89537044	89537570	Non-heritable	1	1	1	1	1	0	1	0	0	1	0	0
chr16	89640775	89641660	Heritable	0	0	1	1	0	1	0	0	0	0	1	0
chr16	89723043	89723526	Heritable	1	0	1	1	0	0	1	0	0	1	0	0
chr16	89779266	89780203	Heritable	0	0	1	1	1	1	0	0	0	1	0	0
chr16	89903004	89903211	Heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr16	89971953	89972061	Heritable	0	0	1	0	0	0	1	0	0	1	0	0
chr16	90037250	90037375	Heritable	1	0	1	0	1	1	0	0	0	0	0	0
chr16	90077822	90078166	Heritable	1	0	0	1	0	0	1	0	0	1	0	0
chr16	90082340	90082812	Heritable	0	1	0	1	0	0	1	0	0	0	0	0
chr16	90106207	90106463	Heritable	0	1	1	0	0	0	1	0	0	1	0	0
chr17	1673380	1673671	Heritable	1	0	1	1	1	1	0	0	0	1	0	0
chr17	1880684	1881078	Non-heritable	0	0	1	1	0	1	0	0	0	0	0	0
chr17	1920920	1921203	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr17	2382815	2382990	Heritable	1	0	0	0	0	1	0	0	0	0	0	0
chr17	2723947	2724257	Heritable	0	1	1	0	1	0	1	0	1	0	0	0
chr17	2778865	2781559	Non-heritable	0	0	0	1	0	1	1	1	0	0	0	0
chr17	3176445	3177013	Heritable	0	0	1	1	0	1	0	0	0	1	0	0
chr17	3531418	3531923	Heritable	1	0	0	1	0	0	1	0	1	0	0	0
chr17	4173754	4174234	Heritable	1	0	1	1	1	1	0	0	0	0	0	0
chr17	4184849	4185308	Heritable	1	0	1	1	1	1	0	0	0	0	0	1
chr17	4209758	4210014	Heritable	1	0	1	1	1	1	0	0	0	0	0	0
chr17	4708953	4709617	Heritable	1	0	0	0	0	0	1	0	0	1	0	0
chr17	4721821	4721865	Non-heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr17	5062092	5062775	Heritable	0	0	1	0	0	1	0	0	0	0	1	0
chr17	5306053	5306393	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr17	5770056	5771648	Heritable	1	0	0	0	0	1	0	0	0	1	0	0
chr17	5931563	5932113	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr17	6041383	6041466	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr17	6654790	6655677	Heritable	1	1	1	1	0	0	1	0	0	1	0	0
chr17	7018643	7019215	Heritable	1	0	1	1	0	0	0	1	0	1	0	0
chr17	8347238	8347577	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr17	9088754	9089000	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr17	9104750	9105059	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr17	10837073	10837951	Heritable	0	0	1	1	0	1	0	0	0	0	0	1
chr17	11332182	11332506	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr17	14206061	14206354	Heritable	1	0	0	1	0	0	1	0	0	0	0	0
chr17	15232086	15232776	Heritable	0	0	1	1	1	1	0	0	0	1	0	0
chr17	15749451	15750383	Heritable	1	1	0	0	0	0	1	0	0	1	0	0
chr17	16423107	16423692	Heritable	1	0	1	1	0	1	0	0	0	0	0	0
chr17	16690181	16690468	Heritable	1	1	1	1	0	0	1	0	0	1	0	1
chr17	17220880	17221597	Heritable	1	1	1	1	1	0	1	0	0	0	0	0
chr17	17385598	17385963	Heritable	1	0	0	0	0	0	1	0	0	0	0	0
chr17	17545745	17547050	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr17	17603154	17603594	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr17	18383006	18383396	Heritable	1	1	1	1	0	0	0	0	0	0	0	0
chr17	18625273	18625630	Heritable	0	1	1	0	0	0	0	0	0	1	0	0
chr17	19506597	19506989	Heritable	0	0	0	1	0	0	1	0	0	0	0	0
chr17	19724639	19724867	Heritable	0	1	0	0	0	0	0	0	1	0	1	0
chr17	20320523	20320651	Heritable	1	1	0	1	0	0	0	0	0	1	0	0
chr17	20530940	20531357	Heritable	1	0	0	0	0	0	1	0	0	1	0	0
chr17	20589542	20589628	Heritable	0	0	1	1	0	0	1	0	0	0	0	0
chr17	20992798	20993371	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr17	21310464	21311046	Non-heritable	1	0	0	1	0	1	0	0	0	1	0	0
chr17	21378847	21380548	Heritable	0	0	0	1	0	0	1	1	0	0	0	0
chr17	21383887	21384523	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr17	21385010	21386051	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr17	21396016	21398792	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr17	21573948	21574381	Non-heritable	0	0	1	1	0	1	0	0	0	1	0	0
chr17	21760742	21761657	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr17	28900965	28901908	Heritable	1	0	1	1	0	0	1	0	0	0	0	0
chr17	29083080	29083435	Heritable	1	0	0	1	0	0	0	1	0	1	0	0
chr17	29110422	29110682	Heritable	1	0	1	1	1	1	0	0	0	0	0	0
chr17	29534121	29534354	Heritable	0	0	1	1	0	1	0	0	0	0	0	0
chr17	30105217	30105578	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr17	30601973	30602214	Heritable	0	0	0	1	0	0	1	0	0	0	0	0
chr17	30736597	30736863	Heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr17	30970096	30970373	Heritable	1	0	1	1	0	0	1	0	0	1	0	0
chr17	32495871	32496262	Heritable	0	1	1	1	0	0	1	0	0	0	0	0
chr17	32822732	32823176	Non-heritable	0	1	0	1	0	0	1	0	1	0	0	0
chr17	34038840	34039400	Heritable	0	0	1	1	0	0	1	0	1	0	0	0
chr17	35450635	35450778	Heritable	1	0	0	0	0	0	1	0	0	0	0	0
chr17	35929997	35930206	Heritable	0	0	1	1	0	0	1	0	0	0	0	0
chr17	36464506	36464892	Heritable	0	1	0	0	0	0	0	0	0	0	1	0
chr17	37405676	37405803	Heritable	1	0	0	1	0	0	1	0	0	0	0	0
chr17	38466039	38466853	Heritable	1	0	1	1	0	0	1	0	0	0	0	0
chr17	39057567	39058001	Heritable	0	0	1	1	0	1	0	0	0	0	0	0
chr17	39123686	39124330	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr17	39944054	39944404	Heritable	0	0	1	0	0	1	0	0	0	0	0	0
chr17	40094179	40094718	Heritable	0	0	0	1	0	0	1	0	0	0	0	0
chr17	40096995	40098269	Heritable	0	0	1	1	0	0	1	1	1	0	0	0
chr17	40361733	40362506	Heritable	0	0	1	1	1	0	1	0	0	0	0	0
chr17	40779260	40779807	Heritable	1	1	1	1	0	0	1	0	0	0	0	0
chr17	41302488	41304253	Heritable	1	0	1	0	0	1	0	0	0	1	0	0
chr17	41396485	41397274	Heritable	0	0	1	1	0	1	0	0	0	0	0	0
chr17	41967968	41970791	Heritable	1	1	1	1	0	0	1	1	0	1	0	1
chr17	41971279	41972111	Heritable	0	0	1	1	0	0	0	1	0	1	0	0
chr17	41974090	41975069	Heritable	0	0	1	0	1	1	0	0	0	0	0	0
chr17	42039862	42040343	Heritable	1	1	1	1	0	0	0	0	0	0	0	0
chr17	42056740	42058010	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr17	42108316	42108417	Heritable	1	0	0	1	0	0	1	0	0	1	0	0
chr17	43816426	43817408	Heritable	1	0	1	1	0	1	0	0	0	0	0	0
chr17	43831712	43832198	Heritable	0	0	1	1	0	0	1	0	0	1	0	1
chr17	44569182	44569826	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr17	45239789	45240693	Heritable	1	0	1	1	0	0	1	0	0	0	0	0
chr17	45501202	45501975	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr17	45583162	45583832	Heritable	1	0	0	1	0	0	1	0	1	0	0	0
chr17	45815155	45815951	Heritable	1	0	0	1	0	1	0	0	0	1	0	0
chr17	45949842	45950308	Heritable	0	0	0	1	0	0	1	0	0	0	0	0
chr17	47324367	47325059	Heritable	1	0	1	1	0	0	1	0	0	1	0	1
chr17	47707840	47709201	Heritable	0	1	1	1	0	0	1	0	0	0	0	0
chr17	48943855	48944031	Heritable	1	0	1	1	0	0	1	0	0	1	0	0
chr17	49471326	49471669	Heritable	0	0	0	1	0	0	1	0	0	0	0	0
chr17	49526457	49526589	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr17	49578985	49579615	Non-heritable	1	0	1	1	1	0	1	1	0	0	0	0
chr17	50103697	50104038	Heritable	1	0	0	1	0	0	1	1	0	1	0	0
chr17	50118270	50118581	Non-heritable	1	0	1	1	0	0	1	0	0	1	0	0
chr17	50122491	50122893	Non-heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr17	51165296	51165506	Heritable	1	0	1	1	0	0	1	0	0	1	0	1
chr17	57105716	57106708	Heritable	1	0	1	1	0	1	0	0	0	1	0	0
chr17	57407068	57407947	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr17	57750644	57751018	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr17	58414672	58415899	Heritable	0	0	1	1	0	1	0	0	0	1	0	1
chr17	58526904	58528107	Heritable	0	0	1	1	0	1	0	1	0	1	0	1
chr17	58632478	58632696	Non-heritable	0	0	0	1	0	1	0	0	0	1	0	0
chr17	59234113	59234307	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr17	60102156	60102551	Heritable	0	0	1	0	0	1	0	0	0	0	0	0
chr17	60141741	60142590	Heritable	1	0	0	0	0	0	1	0	0	0	0	0
chr17	61366800	61367171	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr17	62689169	62689472	Heritable	0	0	1	1	0	1	0	0	0	0	0	0
chr17	62705023	62706115	Heritable	1	0	1	1	1	0	1	0	0	1	0	0
chr17	63437559	63438292	Heritable	1	1	1	1	0	0	1	0	0	1	0	1
chr17	63742756	63742886	Heritable	1	0	0	1	0	0	1	0	0	1	0	0
chr17	64994717	64995547	Heritable	0	0	0	0	0	1	0	0	1	0	1	0
chr17	65594117	65594521	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr17	65902208	65902381	Non-heritable	0	0	1	1	1	1	0	0	0	0	0	0
chr17	67022106	67022747	Heritable	1	0	0	1	0	1	0	0	0	1	0	0
chr17	67374817	67375083	Heritable	1	0	0	0	0	0	0	1	0	0	0	0
chr17	68228981	68229824	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr17	69325592	69325810	Heritable	0	0	1	1	0	0	1	0	0	0	0	1
chr17	73166699	73168063	Heritable	1	0	1	1	0	0	1	0	0	0	0	0
chr17	73262378	73262846	Non-heritable	0	0	0	0	0	1	0	0	0	1	0	0
chr17	74214285	74215240	Heritable	1	0	0	1	0	0	1	0	0	1	0	0
chr17	74433435	74434129	Heritable	0	0	1	1	0	0	1	0	0	1	0	1
chr17	74438688	74439634	Heritable	1	0	0	1	0	1	0	0	0	1	0	0
chr17	74670279	74670632	Heritable	0	0	1	0	0	0	1	0	0	1	0	1
chr17	74816722	74817223	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr17	74822222	74823101	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr17	74853535	74854367	Heritable	0	0	1	1	0	0	1	0	0	0	0	0
chr17	74864097	74864389	Heritable	1	0	1	1	1	0	0	1	0	0	0	0
chr17	74992030	74993902	Heritable	0	0	0	1	0	1	0	1	1	0	0	0
chr17	75002799	75003147	Heritable	0	1	0	1	0	0	1	0	0	0	0	0
chr17	75004208	75004372	Heritable	0	0	1	0	1	0	1	0	0	0	0	0
chr17	75010641	75011429	Heritable	1	0	0	0	0	0	1	0	1	0	0	0
chr17	75128612	75129254	Heritable	1	1	1	1	1	0	1	0	0	0	0	0
chr17	75130343	75130510	Heritable	0	0	1	0	1	0	1	0	0	1	0	0
chr17	75151943	75152829	Heritable	0	0	0	1	0	0	1	0	0	0	0	0
chr17	75557288	75557802	Heritable	1	0	0	1	0	0	1	0	0	1	0	0
chr17	75558442	75559409	Heritable	1	1	1	1	0	0	1	0	0	1	0	0
chr17	75646378	75646951	Heritable	0	0	1	1	0	1	0	0	0	0	0	1
chr17	75851569	75851771	Heritable	1	0	1	1	1	0	0	1	0	0	0	1
chr17	76282041	76282216	Non-heritable	1	0	1	1	1	1	0	0	0	0	0	0
chr17	76498319	76498708	Heritable	0	0	0	1	0	0	0	1	1	0	0	0
chr17	76586745	76586902	Heritable	1	0	1	1	0	0	1	0	0	1	0	0
chr17	76709467	76709797	Heritable	0	0	1	1	0	0	1	0	1	1	0	1
chr17	77248674	77249039	Non-heritable	0	0	0	0	0	0	1	0	0	0	1	0
chr17	77287212	77287718	Heritable	0	0	0	1	0	1	0	0	1	1	0	0
chr17	77376275	77376364	Heritable	1	0	1	1	0	0	1	0	0	0	0	1
chr17	77409610	77409992	Non-heritable	0	0	0	1	0	1	0	0	1	0	0	0
chr17	77416081	77417013	Heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr17	77458846	77459259	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr17	77489714	77490191	Heritable	1	0	0	1	0	1	0	0	0	1	0	0
