seqnames	start	end	h2_category	hg38_genes_promoters	hg38_genes_1to5kb	hg38_genes_5UTRs	hg38_genes_exons	hg38_genes_introns	hg38_genes_3UTRs	hg38_cpg_islands	hg38_cpg_shores	hg38_cpg_shelves	hg38_cpg_inter	hg38_genes_intergenic	hg38_enhancers_fantom
chr14	73785961	73786426	Non-heritable	1	1	0	0	1	0	0	1	0	0	0	0
chr14	74242875	74244544	Heritable	0	0	0	0	1	0	0	1	1	0	0	0
chr14	74299064	74299389	Heritable	1	1	0	1	1	0	0	0	1	0	0	0
chr14	75064531	75064648	Non-heritable	1	1	0	0	1	0	0	0	0	1	0	0
chr14	75310706	75311157	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	1
chr14	75429209	75429703	Non-heritable	0	1	0	0	1	0	0	1	0	0	0	0
chr14	75514953	75515921	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr14	75980084	75980395	Non-heritable	0	0	0	0	1	0	0	1	1	0	0	0
chr14	76267487	76268308	Heritable	0	0	0	0	0	0	0	0	0	1	1	1
chr14	76413752	76414463	Non-heritable	0	0	0	0	1	0	1	1	0	0	0	0
chr14	76760517	76760828	Non-heritable	1	1	0	0	1	0	0	1	0	0	0	0
chr14	76867409	76867843	Non-heritable	0	0	0	1	1	1	0	0	0	1	0	0
chr14	76898982	76899386	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr14	77024799	77025882	Non-heritable	0	1	0	1	0	1	1	1	0	0	0	0
chr14	77139360	77139446	Non-heritable	0	1	0	1	1	0	0	1	0	0	0	0
chr14	77641634	77641911	Heritable	0	0	0	0	0	0	1	1	0	0	1	0
chr14	77783531	77783591	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr14	77980177	77980345	Non-heritable	0	0	0	0	0	0	0	1	0	0	1	0
chr14	85696720	85698154	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr14	86445823	86448187	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr14	87274777	87275643	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr14	87894952	87895738	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr14	88978793	88979654	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr14	89624952	89625566	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr14	89892987	89893485	Non-heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr14	90505272	90505738	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr14	90513689	90514226	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr14	90517407	90518214	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr14	90522655	90523020	Heritable	0	0	0	0	0	0	0	0	1	0	1	1
chr14	90554177	90554780	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	1
chr14	90556054	90556380	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	1
chr14	90578288	90578502	Heritable	0	0	0	1	1	1	0	0	0	1	0	0
chr14	90630292	90630527	Heritable	0	0	0	0	1	0	0	0	0	1	0	1
chr14	90733294	90733706	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr14	90773348	90773752	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr14	91269504	91269910	Non-heritable	0	0	0	0	0	0	0	0	1	0	1	0
chr14	91299344	91299536	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr14	91352217	91352381	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr14	91416491	91416719	Non-heritable	0	1	0	0	1	0	0	1	0	0	0	0
chr14	93009009	93012654	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	1
chr14	93019379	93020259	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr14	93151671	93152379	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr14	93730165	93730486	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr14	93743882	93744824	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr14	93753666	93754003	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr14	93825321	93825466	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr14	93926192	93926311	Non-heritable	0	1	0	1	1	0	0	0	0	1	0	0
chr14	94041891	94042652	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr14	94666317	94667713	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr14	95318450	95318976	Heritable	1	1	0	0	1	0	0	1	0	0	0	0
chr14	95499626	95501229	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr14	95571013	95572350	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr14	95641901	95643232	Heritable	0	1	0	1	1	0	0	0	0	1	0	0
chr14	95714338	95714707	Non-heritable	1	1	0	0	1	0	1	1	0	0	0	0
chr14	96073995	96076329	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr14	96392686	96392764	Non-heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr14	96423656	96424005	Heritable	0	0	0	1	1	0	0	1	0	0	0	0
chr14	96584436	96584720	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr14	98593836	98594173	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr14	98619837	98620864	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr14	99190797	99191357	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr14	99357690	99358162	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr14	99524398	99524630	Non-heritable	0	1	0	0	1	0	0	0	0	1	0	0
chr14	99815091	99815972	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr14	100115347	100115820	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr14	100128746	100129046	Non-heritable	0	0	0	1	1	1	0	0	0	1	0	0
chr14	100132368	100132522	Heritable	0	1	0	0	1	0	0	0	0	1	0	0
chr14	100537157	100538110	Non-heritable	1	1	0	1	0	1	1	1	0	0	0	0
chr14	100629448	100630189	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr14	100678108	100678263	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr14	100709027	100709496	Heritable	0	0	0	0	0	0	1	0	0	0	1	1
chr14	100824152	100824556	Non-heritable	0	1	0	0	1	0	1	1	0	0	0	0
chr14	100825454	100828028	Non-heritable	1	1	0	1	1	0	1	1	0	0	0	0
chr14	100828167	100828286	Non-heritable	0	1	0	0	1	0	1	0	0	0	0	0
chr14	101151541	101152231	Heritable	1	0	0	1	1	0	0	0	0	1	0	0
chr14	101374588	101375080	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr14	101456506	101456775	Non-heritable	0	0	0	1	1	0	0	1	0	0	0	0
chr14	101459299	101459601	Non-heritable	0	0	0	0	0	0	1	0	0	0	1	0
chr14	101520900	101521884	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr14	101525660	101525868	Non-heritable	0	0	0	0	0	0	0	1	0	0	1	0
chr14	101587459	101588417	Heritable	0	0	0	0	1	0	1	1	0	0	0	0
chr14	102046276	102046534	Non-heritable	1	1	0	0	1	0	0	0	0	1	0	0
chr14	102498209	102498709	Heritable	0	1	0	1	0	1	0	0	0	1	0	0
chr14	102540508	102540767	Non-heritable	0	1	0	0	0	0	0	0	1	0	0	0
chr14	102967011	102967733	Non-heritable	0	0	0	1	1	0	0	0	1	0	0	0
chr14	102972637	102973017	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr14	103001158	103001723	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr14	103004263	103004569	Heritable	1	0	0	1	1	0	0	0	0	1	0	0
chr14	103109989	103110747	Non-heritable	0	0	0	1	1	1	0	0	0	1	1	0
chr14	103128738	103129190	Non-heritable	0	1	0	0	1	0	0	1	0	0	0	0
chr14	103221323	103221654	Heritable	0	0	0	0	0	0	0	1	0	0	1	0
chr14	103310974	103311535	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr14	103332932	103333127	Heritable	1	1	0	0	0	0	0	1	0	0	0	0
chr14	103534003	103534205	Non-heritable	0	1	0	0	1	0	0	1	0	0	0	0
chr14	103543626	103544047	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr14	103867644	103867785	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr14	103872431	103872587	Non-heritable	1	1	0	0	1	0	0	0	0	1	0	0
chr14	103928275	103928767	Non-heritable	1	0	1	1	1	0	1	0	0	0	0	0
chr14	104091443	104091652	Non-heritable	0	1	0	0	1	0	0	0	0	1	0	0
chr14	104147320	104147554	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr14	104151644	104151831	Non-heritable	0	0	0	0	1	0	0	0	1	0	0	0
chr14	104195951	104196229	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr14	104200288	104200434	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr14	104289340	104289782	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr14	104301979	104302347	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr14	104391614	104391945	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr14	104505731	104505809	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr14	104511083	104511374	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr14	104512886	104513156	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr14	104546881	104547055	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr14	104554528	104554931	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr14	104586508	104587099	Non-heritable	0	0	0	1	1	0	0	1	1	0	0	0
chr14	104598325	104598520	Non-heritable	0	1	0	0	1	0	0	0	0	1	0	0
chr14	104598728	104599077	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr14	104692838	104693911	Non-heritable	0	1	0	0	1	0	0	0	1	0	0	0
chr14	104752243	104752352	Non-heritable	1	1	0	0	0	0	1	1	0	0	0	0
chr14	104896620	104897214	Heritable	0	0	0	1	0	1	0	0	1	0	1	0
chr14	105033319	105034365	Heritable	0	0	0	0	0	0	1	1	0	0	1	1
chr14	105223277	105223675	Heritable	1	1	0	0	1	0	0	0	1	1	0	0
chr14	105275664	105275860	Non-heritable	0	0	0	0	1	0	0	0	1	0	0	1
chr14	105312674	105313516	Non-heritable	1	1	0	0	1	0	0	1	0	0	0	0
chr14	105325397	105325739	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr14	105327974	105328723	Heritable	0	0	0	0	1	0	0	1	1	0	0	0
chr14	105368853	105369261	Non-heritable	0	1	0	0	1	0	0	1	0	0	0	0
chr14	105498612	105500577	Non-heritable	0	0	0	1	1	1	1	1	0	0	1	0
chr14	106425006	106426753	Low prediction	1	1	0	1	0	0	0	0	0	1	0	0
chr14	106636734	106637300	Heritable	0	0	0	1	0	0	0	0	0	1	1	0
chr14	106644077	106645973	Heritable	1	1	0	0	0	0	0	0	0	1	0	0
chr14	106757523	106757794	Low prediction	0	0	0	0	0	0	0	0	0	1	1	0
chr14	106844086	106844434	Low prediction	0	0	0	0	0	0	0	0	0	1	1	0
chr15	22715498	22716135	Non-heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr15	22806214	22807457	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr15	22837690	22837941	Heritable	1	1	0	0	0	0	0	1	0	0	0	0
chr15	22891798	22892141	Non-heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr15	22956555	22956838	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr15	23039997	23040130	Non-heritable	1	1	0	0	0	0	0	1	0	0	0	0
chr15	23566128	23566229	Non-heritable	1	1	0	1	1	0	0	0	0	1	0	0
chr15	23647427	23647982	Non-heritable	1	0	1	1	0	0	0	0	0	1	0	0
chr15	23686764	23687284	Heritable	0	0	1	1	0	0	1	0	0	0	0	0
chr15	24249972	24251289	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr15	24260404	24261332	Heritable	1	0	0	1	1	0	0	0	0	1	0	0
chr15	24425739	24429608	Heritable	0	0	0	0	1	0	1	1	1	0	0	0
chr15	24473069	24477122	Non-heritable	0	0	0	1	1	0	0	0	0	1	0	0
chr15	24573097	24574045	Heritable	1	1	0	0	1	0	0	0	0	1	0	0
chr15	25695954	25696336	Non-heritable	0	1	0	0	1	0	0	0	0	1	0	0
chr15	25718068	25718365	Non-heritable	0	0	0	1	1	0	0	0	1	1	0	0
chr15	26326252	26327473	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr15	26670043	26670630	Non-heritable	0	1	0	0	1	0	1	1	0	0	0	0
chr15	26865440	26866657	Heritable	1	1	0	0	1	0	0	1	0	0	0	0
chr15	26893850	26894605	Non-heritable	0	0	0	0	1	0	1	1	0	0	0	0
chr15	27607588	27608871	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr15	27654852	27655990	Heritable	0	0	0	0	0	0	0	0	0	1	1	1
chr15	27679836	27680409	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr15	27769170	27769284	Non-heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr15	27826988	27827748	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr15	27877278	27879446	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr15	27954892	27955564	Heritable	0	0	0	1	1	0	0	0	0	1	0	0
chr15	27995235	27997498	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr15	28099667	28099869	Non-heritable	1	0	0	0	0	0	0	1	0	0	0	0
chr15	28191840	28192158	Non-heritable	1	0	0	1	1	0	0	0	0	1	0	0
chr15	28589765	28589914	Non-heritable	1	0	0	0	1	0	0	1	0	0	0	0
chr15	28861323	28861532	Non-heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr15	28887522	28887857	Non-heritable	0	1	0	0	1	0	0	1	0	0	0	0
chr15	28936166	28936680	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr15	29104282	29104523	Heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr15	29115906	29115985	Non-heritable	0	0	0	0	1	0	1	0	0	0	0	0
chr15	29119226	29120101	Heritable	0	0	0	0	0	0	0	0	1	1	1	0
chr15	29271395	29271763	Non-heritable	0	1	0	0	1	0	0	1	0	0	0	0
chr15	29664573	29665025	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr15	29668124	29668393	Heritable	0	0	0	1	0	0	0	0	0	1	0	0
chr15	29969539	29970157	Non-heritable	1	1	0	0	0	0	0	1	0	0	0	0
chr15	31105412	31105486	Heritable	0	1	0	0	1	0	0	0	0	1	0	0
chr15	31223692	31224674	Heritable	0	0	0	1	1	0	0	0	0	1	0	0
chr15	31266141	31266865	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	1
chr15	31299895	31300697	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr15	31483106	31484163	Non-heritable	0	0	0	1	0	1	1	1	0	0	0	0
chr15	31887241	31887988	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr15	32613844	32613998	Non-heritable	1	1	1	1	1	0	0	1	0	0	0	0
chr15	32670928	32672158	Heritable	1	1	0	0	1	0	0	0	0	1	0	1
chr15	33126629	33127110	Heritable	0	0	0	0	1	0	0	0	0	1	0	1
chr15	33741414	33742057	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr15	33831582	33831897	Non-heritable	0	1	0	0	1	0	0	0	0	1	0	0
chr15	33968671	33970130	Heritable	1	0	1	1	1	0	0	0	0	1	0	0
chr15	34224081	34224439	Non-heritable	1	1	0	0	0	0	0	0	0	1	0	0
chr15	34425934	34426632	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr15	34794592	34794799	Non-heritable	1	1	0	1	1	0	0	0	0	1	0	0
chr15	36578780	36579050	Heritable	1	1	0	0	0	0	0	1	0	0	0	0
chr15	36790371	36792189	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr15	36884716	36887176	Non-heritable	1	1	0	1	1	0	0	1	1	0	0	0
chr15	36888886	36889378	Non-heritable	0	1	0	1	0	1	0	1	0	0	0	0
chr15	37109337	37110077	Non-heritable	1	0	0	1	0	0	0	1	0	0	1	0
chr15	38565327	38565456	Heritable	1	0	1	1	0	0	1	0	0	0	0	0
chr15	39975929	39977363	Heritable	1	1	0	1	1	0	1	1	0	0	0	0
chr15	40068903	40069499	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	1
chr15	40072091	40072814	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr15	40107659	40108107	Non-heritable	0	1	0	1	1	0	0	1	0	0	0	0
chr15	40366951	40367771	Non-heritable	0	1	0	1	1	0	1	1	0	0	0	0
chr15	40583943	40584668	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr15	40808035	40809185	Heritable	1	1	1	1	1	1	0	1	0	0	0	0
chr15	41560388	41560629	Non-heritable	0	1	0	0	1	0	0	1	0	0	0	0
chr15	41881817	41882777	Non-heritable	0	0	0	1	1	0	1	1	0	0	0	0
chr15	41894830	41895175	Non-heritable	1	1	0	1	1	0	0	0	0	1	0	0
chr15	41917309	41917664	Non-heritable	0	1	0	0	1	0	0	1	0	0	0	0
chr15	42582856	42583229	Non-heritable	0	1	0	0	1	0	0	1	0	0	0	0
chr15	44108699	44110359	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr15	44426309	44426446	Heritable	0	1	0	0	1	0	0	1	0	0	0	0
chr15	45022467	45022705	Non-heritable	1	0	0	0	0	0	0	1	0	0	0	0
chr15	45027851	45031042	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr15	45116149	45116224	Non-heritable	0	1	0	1	0	1	0	1	0	0	0	0
chr15	45186572	45187193	Non-heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr15	45277530	45278663	Heritable	1	1	0	1	1	1	0	0	0	1	0	0
chr15	45345463	45346690	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr15	48962524	48962669	Non-heritable	0	0	0	1	0	0	0	1	0	0	0	0
chr15	48976511	48976960	Non-heritable	0	0	0	0	0	0	0	1	0	0	1	0
chr15	50909619	50909773	Non-heritable	0	1	0	0	1	0	0	1	0	0	0	0
chr15	51342536	51342965	Non-heritable	0	1	0	0	1	0	0	1	0	0	0	0
chr15	51735791	51736483	Non-heritable	0	0	0	0	1	0	0	1	0	0	0	1
chr15	51753017	51753390	Non-heritable	0	1	0	0	1	0	0	1	0	0	0	0
chr15	51972231	51972381	Heritable	1	0	0	0	1	0	0	1	0	0	0	0
chr15	52806138	52806439	Non-heritable	1	1	0	0	0	0	1	1	0	0	0	0
chr15	56006438	56007981	Heritable	1	0	0	1	0	0	0	0	0	1	0	0
chr15	57372292	57372586	Heritable	0	1	0	0	0	0	0	0	1	0	0	0
chr15	57729087	57729539	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr15	57735078	57736074	Heritable	0	0	0	1	1	1	0	0	0	1	0	0
chr15	58551812	58552448	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	1
chr15	58865368	58865514	Non-heritable	1	1	0	0	1	0	0	1	0	0	0	0
chr15	59267687	59268435	Non-heritable	0	1	0	0	1	0	0	0	0	1	0	0
chr15	59366230	59367681	Heritable	0	0	0	0	1	0	0	0	1	1	0	0
chr15	60298580	60299022	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr15	60398966	60399210	Non-heritable	1	1	0	0	1	0	0	1	0	0	0	0
chr15	62462688	62463032	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr15	62782381	62782935	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr15	62793619	62794124	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr15	63926298	63926830	Non-heritable	1	1	0	0	1	0	0	0	0	1	0	0
chr15	64045781	64045886	Non-heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr15	64147096	64147420	Non-heritable	0	1	0	0	0	0	0	0	1	1	0	0
chr15	64388333	64388369	Non-heritable	1	0	0	0	1	0	0	1	0	0	0	0
chr15	64835985	64836454	Heritable	0	0	0	0	0	0	1	1	0	0	1	1
chr15	64893694	64893950	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	1
chr15	65334754	65334788	Non-heritable	1	0	0	1	0	0	0	0	0	1	0	0
chr15	66645258	66646333	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr15	66655141	66655481	Heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr15	66850224	66850603	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr15	67064486	67064758	Non-heritable	1	1	0	1	1	0	0	1	0	0	0	0
chr15	67067643	67068525	Non-heritable	1	1	1	1	1	0	0	1	1	0	0	1
chr15	67830081	67830321	Non-heritable	0	1	0	1	1	0	1	1	0	0	0	0
chr15	68340326	68340859	Heritable	1	1	0	1	1	0	0	0	0	1	0	1
chr15	68508925	68509013	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr15	68930192	68930895	Non-heritable	1	1	1	1	1	0	1	1	0	0	0	0
chr15	69032248	69032479	Non-heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr15	69303668	69304595	Heritable	0	1	0	0	1	0	0	0	0	1	0	0
chr15	70033945	70034451	Heritable	0	0	0	0	0	0	1	1	0	0	1	0
chr15	70062418	70062898	Non-heritable	0	1	0	0	1	0	0	0	0	1	0	0
chr15	70415365	70415745	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr15	71381613	71382465	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr15	72636064	72637587	Non-heritable	1	1	0	1	1	0	1	1	0	0	0	0
chr15	73341993	73342555	Non-heritable	0	0	0	1	1	0	0	0	0	1	0	0
chr15	74386784	74386935	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr15	74430909	74432400	Non-heritable	0	0	0	1	1	0	0	1	1	0	0	1
chr15	74938680	74938793	Heritable	1	1	0	0	0	0	0	1	0	0	0	0
chr15	75179041	75179216	Heritable	0	0	0	0	0	0	0	1	0	0	1	0
chr15	75203254	75203466	Heritable	0	1	0	0	1	0	0	1	0	0	0	1
chr15	75660181	75660441	Non-heritable	0	0	0	1	0	1	0	0	0	1	0	0
chr15	75739273	75739340	Non-heritable	1	0	0	0	1	0	1	0	0	0	0	0
chr15	76191753	76192152	Heritable	0	0	0	1	1	1	1	0	0	0	0	0
chr15	76339149	76339614	Non-heritable	0	1	0	1	1	0	1	0	0	0	0	0
chr15	76343623	76343859	Non-heritable	1	1	0	1	0	0	0	1	0	0	0	0
chr15	76345498	76345857	Non-heritable	0	1	0	0	0	0	0	1	0	0	0	0
chr15	76595985	76597064	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr15	76599262	76601210	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr15	77589610	77590435	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr15	77720222	77720440	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr15	77902935	77903285	Non-heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr15	77991881	77992613	Non-heritable	1	1	0	0	1	0	0	0	0	1	0	0
chr15	77994146	77995316	Non-heritable	0	0	0	1	1	1	0	0	0	1	0	1
chr15	77998559	77999189	Heritable	0	0	0	1	1	0	0	0	0	1	0	0
chr15	78315992	78316562	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr15	78756085	78757344	Non-heritable	0	0	0	0	0	0	0	1	1	0	1	1
chr15	78764997	78765373	Heritable	1	0	0	1	1	0	0	1	0	0	0	0
chr15	78777891	78778752	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr15	79035469	79036426	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr15	79433220	79433407	Heritable	0	0	0	0	1	0	1	1	0	0	0	0
chr15	79993499	79993970	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr15	80251113	80251263	Non-heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr15	82298878	82299067	Non-heritable	0	0	0	1	1	0	1	1	0	0	0	0
chr15	83000316	83000566	Non-heritable	0	0	0	1	1	1	0	0	0	1	0	0
chr15	84817619	84818106	Non-heritable	0	0	0	0	1	0	1	1	0	0	0	0
chr15	84927687	84928692	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr15	84983915	84985226	Heritable	0	0	0	0	1	0	0	1	1	0	0	0
chr15	85329831	85330298	Heritable	1	0	0	1	1	0	0	0	0	1	0	0
chr15	85463982	85464170	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr15	85514792	85516425	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr15	85839985	85840327	Non-heritable	0	0	0	0	0	0	0	1	0	0	1	0
chr15	85854291	85854580	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr15	86046150	86048197	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr15	87776787	87778221	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr15	88296201	88296758	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr15	88639529	88639837	Heritable	0	0	0	1	1	0	0	0	0	1	0	0
chr15	88648464	88648725	Heritable	0	1	0	1	1	0	0	0	0	1	0	0
chr15	88967458	88969892	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr15	89496119	89496348	Non-heritable	0	0	0	0	1	0	1	1	0	0	0	0
chr15	89647264	89647406	Heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr15	90482546	90483472	Non-heritable	1	1	0	1	1	1	0	0	0	1	0	0
chr15	90818597	90818774	Non-heritable	0	1	0	0	0	0	0	1	0	0	0	0
chr15	90884038	90884986	Non-heritable	1	1	1	1	1	0	1	1	0	0	0	0
chr15	90895362	90896014	Non-heritable	0	0	0	1	1	1	0	0	0	1	1	0
chr15	91101394	91101705	Heritable	1	1	0	0	1	0	0	1	0	0	0	0
chr15	91854989	91855665	Non-heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr15	91879848	91880754	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr15	91918862	91919684	Non-heritable	0	0	0	0	1	0	0	0	1	0	0	0
chr15	92116842	92117715	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr15	92142185	92143001	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr15	92721541	92723952	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr15	92733648	92734604	Heritable	1	0	0	1	1	0	0	0	0	1	0	0
chr15	92808193	92808498	Non-heritable	1	0	0	1	1	0	0	1	0	0	0	0
chr15	93037864	93038218	Non-heritable	0	0	0	1	0	1	0	0	0	1	0	0
chr15	93470049	93470240	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr15	94395872	94397544	Heritable	0	1	0	0	1	0	0	0	0	1	0	0
chr15	94910127	94911629	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr15	96323410	96324285	Non-heritable	1	1	0	0	1	0	1	1	0	0	0	1
chr15	96342034	96345004	Non-heritable	1	0	0	1	1	0	1	1	0	0	0	1
chr15	96346822	96353725	Non-heritable	1	1	0	0	0	0	1	1	1	0	1	1
chr15	96355228	96356370	Non-heritable	0	0	0	0	1	0	0	1	0	0	0	1
chr15	96361538	96365725	Non-heritable	0	0	0	0	1	0	1	1	1	0	0	0
chr15	96415007	96416167	Non-heritable	0	0	0	0	0	0	1	1	0	0	1	0
chr15	96615771	96616583	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr15	97272519	97274098	Heritable	0	0	0	1	1	0	0	0	0	1	0	0
chr15	97875369	97875796	Heritable	1	1	0	1	1	0	0	0	0	1	0	0
