phenotype_id	num_causal_snps	chrom	start	end	positions	rsids	target_heritability	simulated_heritability
pheno_636	5	10	86511786	87511786	87460061,87221456,87020513,87234918,86953287	rs3324938,rs3320282,rs3317562,rs3322081,rs3315991	0.03911069305478178	0.039110693054781764
pheno_637	3	3	101356364	102356364	101911439,102258902,102180308	rs788043,rs791126,rs788547	0.08303230655311825	0.08303230655311823
pheno_638	3	4	129053983	130053983	129921213,129976773,129146990	rs1236323,rs1236943,rs1233717	0.007417144993074917	0.007417144993074919
pheno_639	4	22	37815904	38815904	38023392,38732353,38304806,37965015	rs7626673,rs7632853,rs7630092,rs7623357	0.03905141522242308	0.03905141522242308
pheno_640	2	15	6873105	7873105	7284693,7441401	rs4774823,rs4783243	0.5537820607354083	0.5537820607354081
pheno_641	2	16	42433005	43433005	43250680,42802317	rs5342946,rs5339448	0.05064085592623956	0.05064085592623956
pheno_642	3	17	4425584	5425584	5195918,4678045,5174711	rs5529736,rs5524333,rs5527506	0.03416749661890317	0.03416749661890316
pheno_643	1	18	13285786	14285786	13866039	rs6036003	0.014167760973353906	0.014167760973353906
pheno_644	5	7	116329419	117329419	116591921,116857896,116536800,116651929,117103263	rs2342646,rs2343930,rs2341441,rs2343333,rs2345562	0.045249243437600825	0.04524924343760082
pheno_645	2	6	21306119	22306119	21399850,21428746	rs1761743,rs1765547	0.731826375208359	0.7318263752083588
pheno_646	1	6	163865760	164865760	163946799	rs2056093	0.07672665983845071	0.0767266598384507
pheno_647	3	1	9329218	10329218	9951168,10326902,9480327	rs1893,rs5283,rs313	0.05187365870122013	0.051873658701220134
pheno_648	4	20	49135218	50135218	50065835,49695410,49829925,49271925	rs6925202,rs6921683,rs6923312,rs6919713	0.007923929923847642	0.00792392992384764
pheno_649	3	10	66760724	67760724	67704845,67570856,67054117	rs3256140,rs3251285,rs3245816	0.07077642443970575	0.07077642443970576
pheno_650	4	20	36913093	37913093	36990324,37490521,37364050,37486952	rs6809667,rs6813545,rs6810151,rs6811747	0.09107063468582091	0.09107063468582091
pheno_651	1	21	39274477	40274477	39832081	rs7364116	0.2725090515141333	0.2725090515141333
pheno_652	4	2	186772205	187772205	186839282,187058103,187648981,187041993	rs510441,rs514174,rs516469,rs512888	0.017838457946999217	0.017838457946999214
pheno_653	5	21	16012304	17012304	17003751,16578229,16133468,16149971,16382400	rs7128490,rs7119214,rs7109563,rs7111120,rs7115744	0.04572875243139033	0.045728752431390324
pheno_654	3	5	159630392	160630392	160179117,160292901,159666982	rs1686491,rs1690863,rs1682515	0.0682992715667879	0.0682992715667879
pheno_655	4	12	95241207	96241207	95825791,95601784,96154759,95333730	rs3993177,rs3990324,rs3995883,rs3988535	0.017008745730705276	0.017008745730705276
pheno_656	1	15	73057664	74057664	74031334	rs5052637	0.04961081349287858	0.049610813492878575
pheno_657	3	18	33957574	34957574	34153573,34003705,34595341	rs6069413,rs6067268,rs6072342	0.058291036185080525	0.05829103618508052
pheno_658	4	10	22018966	23018966	22259775,22482309,22130485,22387997	rs3127496,rs3130791,rs3124624,rs3129332	0.3034085005464402	0.30340850054644014
pheno_659	3	5	128258007	129258007	128789696,128967407,128405422	rs1591930,rs1594093,rs1588979	0.48296432238525433	0.48296432238525433
pheno_660	3	19	8832791	9832791	9623675,9688160,9673369	rs6359746,rs6365988,rs6363638	0.4665357909671167	0.46653579096711667
pheno_661	4	9	117036266	118036266	118016402,117744029,117915738,117582264	rs3003434,rs3000691,rs3001250,rs2998642	0.01612319352391056	0.016123193523910558
pheno_662	2	5	60844541	61844541	61814404,61596001	rs1460106,rs1457543	0.0929559860241043	0.09295598602410429
pheno_663	4	22	27242389	28242389	27678725,27899144,28114045,27684860	rs7550185,rs7559852,rs7563096,rs7552652	0.5022411886453715	0.5022411886453714
pheno_664	2	22	42933842	43933842	43219620,42988265	rs7676195,rs7670299	0.02122389163712623	0.021223891637126232
pheno_665	2	2	106497626	107497626	107069480,107281151	rs441781,rs444708	0.08064134085110944	0.08064134085110944
pheno_666	5	18	59255803	60255803	60169843,59788988,59336504,60241945,60067221	rs6187734,rs6185339,rs6178847,rs6189723,rs6186861	0.09055666854859812	0.09055666854859816
pheno_667	2	18	49756382	50756382	50262530,50101935	rs6130028,rs6127752	0.5025949700457208	0.5025949700457208
pheno_668	3	21	14178629	15178629	14866772,14453805,14263944	rs7099750,rs7091850,rs7089250	0.0391765743544608	0.0391765743544608
pheno_669	5	10	81743794	82743794	81837129,81865529,82514185,81949301,81989517	rs3303747,rs3306529,rs3313880,rs3309037,rs3310888	0.0021069171271359713	0.0021069171271359704
pheno_670	5	13	42315353	43315353	42722305,43012895,42926701,43312106,42894016	rs4157474,rs4165665,rs4163653,rs4168186,rs4161182	0.7153699985112976	0.7153699985112977
pheno_671	4	10	26398706	27398706	26742708,26657373,26495136,26507958	rs3146674,rs3142770,rs3133564,rs3138071	0.71335295602857	0.7133529560285701
pheno_672	4	10	107027189	108027189	108019459,107351548,107286692,107867132	rs3383356,rs3378113,rs3374136,rs3381360	0.059786467310938604	0.059786467310938604
pheno_673	2	17	22517304	23517304	22900162,22984646	rs5652569,rs5653987	0.5310294910274082	0.5310294910274083
pheno_674	1	16	48004506	49004506	48451913	rs5355752	0.03003106452387862	0.03003106452387862
pheno_675	2	7	16680899	17680899	17428232,16967707	rs2113895,rs2112217	0.03225860346431278	0.03225860346431279
pheno_676	5	17	27976965	28976965	28014144,28013432,28898751,28562243,28262505	rs5685816,rs5683212,rs5713091,rs5700607,rs5689530	0.01424865788509961	0.01424865788509961
pheno_677	2	13	79401133	80401133	79968318,79512984	rs4266156,rs4263293	0.052559950661598416	0.05255995066159842
pheno_678	1	20	26603639	27603639	26812077	rs6774760	0.0567719272793996	0.05677192727939959
pheno_679	2	17	61146121	62146121	61454091,61285605	rs5906864,rs5904945	0.02139835741874527	0.021398357418745267
pheno_680	5	4	132680726	133680726	132709310,133656531,133624082,133053318,132939907	rs1237756,rs1245833,rs1244434,rs1243427,rs1240643	0.5746752956193716	0.5746752956193716
pheno_681	5	15	96690088	97690088	96841532,97192410,97087250,97414354,97071453	rs5178804,rs5188031,rs5184750,rs5189481,rs5181380	0.07554343656211852	0.07554343656211852
pheno_682	3	22	26946314	27946314	27483865,27730412,27711819	rs7547767,rs7556272,rs7554189	0.05295413404706663	0.05295413404706663
pheno_683	5	22	44155756	45155756	44160955,45139755,44203516,44607818,44899328	rs7686732,rs7697493,rs7689584,rs7692141,rs7695203	0.039530429794191746	0.039530429794191746
pheno_684	4	15	39456364	40456364	40407047,40253338,40181795,39476426	rs4957038,rs4953767,rs4947736,rs4943905	0.012241165424124976	0.012241165424124976
pheno_685	2	8	94874237	95874237	95264044,95104521	rs2619789,rs2617301	0.05813621476241102	0.058136214762411015
pheno_686	3	6	134982366	135982366	135931695,135636916,135089416	rs2032938,rs2028061,rs2023016	0.04235039366330306	0.042350393663303045
pheno_687	4	9	10688834	11688834	10748716,11532952,11090219,11478555	rs2749524,rs2756910,rs2750792,rs2752912	0.001661255655720323	0.001661255655720323
pheno_688	5	10	117731440	118731440	118167977,117897652,117928165,118196482,118056545	rs3426119,rs3416754,rs3419420,rs3427904,rs3423173	0.4855339725566129	0.485533972556613
pheno_689	4	2	50406681	51406681	51126641,51153700,51257431,50574362	rs346457,rs347793,rs351205,rs344686	0.06299125310718025	0.06299125310718023
pheno_690	2	3	94170390	95170390	94728596,95154909	rs782236,rs785953	0.0016449534739754973	0.0016449534739754967
pheno_691	5	12	92206174	93206174	92554574,92532271,92535405,93143713,92539676	rs3984506,rs3975561,rs3979472,rs3987138,rs3981949	0.5727886276325295	0.5727886276325296
pheno_692	4	16	55548321	56548321	56034641,55852975,55907801,55576520	rs5368666,rs5366882,rs5367245,rs5365603	0.058021487413240466	0.058021487413240466
pheno_693	4	22	42442241	43442241	42826536,42845787,43293509,43145491	rs7668191,rs7669535,rs7683277,rs7670889	0.036411648734998574	0.036411648734998574
pheno_694	3	10	46990265	47990265	47817363,47103981,47880245	rs3202282,rs3186398,rs3205305	0.03988356007194757	0.039883560071947564
pheno_695	4	13	5802124	6802124	6061967,5872171,6336510,6409981	rs4117217,rs4114977,rs4119101,rs4120054	0.0723107705579935	0.0723107705579935
pheno_696	5	5	148174365	149174365	148512382,148665725,148901840,148683409,148531571	rs1626648,rs1632367,rs1638275,rs1635216,rs1629363	0.012482669512434437	0.012482669512434439
pheno_697	5	22	46331313	47331313	46874417,46625262,46966130,47106693,46703216	rs7709709,rs7702779,rs7718482,rs7720129,rs7706826	0.07893694555429223	0.07893694555429225
pheno_698	4	8	101419875	102419875	102112766,101963906,102350881,101824284	rs2629790,rs2628026,rs2632893,rs2626290	0.5049672041203067	0.5049672041203067
pheno_699	4	4	20864369	21864369	21829768,21661035,21420857,21208843	rs1040462,rs1038450,rs1035123,rs1032423	0.014107468759738746	0.01410746875973875
pheno_700	2	9	50749445	51749445	50919428,51586163	rs2790138,rs2792378	0.0017229406917320062	0.0017229406917320068
pheno_701	4	11	110157408	111157408	110936979,111006320,110893523,110846801	rs3746384,rs3749502,rs3743119,rs3739682	0.6090535727805768	0.6090535727805769
pheno_702	3	11	110463082	111463082	111422416,111298593,111326790	rs3754569,rs3751524,rs3751982	0.4126056147986763	0.41260561479867625
pheno_703	2	18	6809968	7809968	6834620,7596237	rs6014252,rs6015889	0.017400472892783743	0.017400472892783743
pheno_704	1	14	58074094	59074094	58714322	rs4606568	0.07358517692761182	0.07358517692761182
pheno_705	4	15	50234666	51234666	50520907,50693345,50895458,50609344	rs5011557,rs5018336,rs5022287,rs5014592	0.0766446476354115	0.07664464763541151
pheno_706	5	16	41113389	42113389	41193244,41604782,41339924,41820257,41716092	rs5320156,rs5328814,rs5323639,rs5337202,rs5331446	0.04598589551129621	0.045985895511296226
pheno_707	3	5	4129810	5129810	4733295,4317497,4307321	rs1343353,rs1334981,rs1329140	0.09445187473221345	0.09445187473221345
pheno_708	4	11	88562012	89562012	89259348,88923841,89200876,88939863	rs3683700,rs3679522,rs3682978,rs3682335	0.2602777928929979	0.26027779289299785
pheno_709	3	16	88521519	89521519	88617790,88536309,88830927	rs5489496,rs5481631,rs5493860	0.6311363448335084	0.6311363448335082
pheno_710	1	21	27624196	28624196	27732753	rs7234806	0.033148448544016794	0.033148448544016794
pheno_711	4	8	41503373	42503373	41653996,41976909,42116118,42230324	rs2528287,rs2530229,rs2532525,rs2535286	0.051378997850497016	0.05137899785049704
pheno_712	2	11	78881932	79881932	79146144,79676563	rs3667774,rs3675757	0.09542052355295315	0.09542052355295319
pheno_713	2	12	13987618	14987618	14597740,14895044	rs3822850,rs3826296	0.5567163084766078	0.5567163084766078
pheno_714	2	15	76497806	77497806	76972773,76980226	rs5080338,rs5083669	0.08217725363192403	0.08217725363192402
pheno_715	2	13	97547928	98547928	98181851,98101361	rs4322809,rs4320866	0.3246229241988001	0.32462292419880007
pheno_716	1	20	44382003	45382003	44745266	rs6897939	0.04265926004859557	0.04265926004859555
pheno_717	5	10	88767608	89767608	89188629,89362183,89760993,89350857,89753741	rs3327673,rs3330837,rs3336306,rs3329669,rs3333103	0.6303762159034935	0.6303762159034934
pheno_718	5	16	15005319	16005319	15749443,15172694,15909788,15206409,15553841	rs5266891,rs5260144,rs5268625,rs5263584,rs5264975	0.5902045079295052	0.5902045079295051
pheno_719	3	12	83232673	84232673	84112908,83917312,83442765	rs3965255,rs3962445,rs3959818	0.0439634309464381	0.0439634309464381
pheno_720	5	19	9927685	10927685	10360217,10165319,10051396,10000526,10411019	rs6375164,rs6372538,rs6369611,rs6367718,rs6377788	0.012491576833230123	0.012491576833230123
pheno_721	2	16	7496570	8496570	8317658,7843471	rs5249462,rs5242074	0.026181498102696186	0.026181498102696193
pheno_722	4	17	61937880	62937880	62418076,62121102,62875400,62691972	rs5919809,rs5916175,rs5926669,rs5924907	0.07810126040334467	0.07810126040334468
pheno_723	4	4	79695218	80695218	79697117,80187912,79909104,79807617	rs1135771,rs1143264,rs1142622,rs1140065	0.06493719048334459	0.06493719048334459
pheno_724	1	16	80073644	81073644	80436851	rs5467517	0.057755348455646914	0.05775534845564692
pheno_725	1	12	71261911	72261911	71982558	rs3943797	0.08816083489784736	0.08816083489784737
pheno_726	1	5	154244830	155244830	154881910	rs1649267	0.009621816199833747	0.009621816199833743
pheno_727	4	12	18581903	19581903	18603834,19117517,19171349,18962744	rs3851854,rs3859709,rs3868263,rs3855265	0.01705277271542603	0.017052772715426035
pheno_728	1	14	17400653	18400653	18388549	rs4491107	0.04341424691991905	0.04341424691991904
pheno_729	2	22	33476256	34476256	33886264,34098246	rs7601533,rs7607195	0.26086370090888217	0.2608637009088822
pheno_730	1	15	49630464	50630464	49921433	rs5008089	0.13025541880367159	0.13025541880367159
pheno_731	2	4	71536803	72536803	72411342,72310486	rs1114722,rs1111357	0.05574536344907072	0.0557453634490707
pheno_732	4	17	11754096	12754096	11760265,12501345,12124882,12695138	rs5589570,rs5611672,rs5610605,rs5615418	0.2524919053413706	0.25249190534137056
pheno_733	4	21	19076821	20076821	19899074,19904872,20006345,19155745	rs7183725,rs7186080,rs7188173,rs7176251	0.06761319886997819	0.06761319886997816
pheno_734	5	5	120719225	121719225	121395165,121609084,120896263,120914777,121114029	rs1574794,rs1577824,rs1563960,rs1566563,rs1570680	0.008720473612043204	0.008720473612043205
pheno_735	1	3	19526383	20526383	20514744	rs670301	0.08220610793527636	0.08220610793527637
pheno_736	1	11	78865710	79865710	79647205	rs3673283	0.046578905719265255	0.04657890571926524
pheno_737	5	16	65267399	66267399	65764273,65914092,65631387,65912126,65886370	rs5416094,rs5425156,rs5414651,rs5422193,rs5418631	0.07595488054614684	0.07595488054614685
pheno_738	2	10	55320178	56320178	55832917,55730980	rs3212268,rs3210983	0.4774297126221616	0.47742971262216144
pheno_739	1	14	94062178	95062178	94105726	rs4728842	0.006294350891481176	0.006294350891481173
pheno_740	4	10	101688749	102688749	102490149,102261213,102306319,102474210	rs3369037,rs3358737,rs3362175,rs3365723	0.043075883593452706	0.04307588359345272
pheno_741	4	8	143059560	144059560	143673397,143349575,143961120,143747887	rs2687220,rs2684170,rs2689003,rs2688438	0.020197391028654057	0.020197391028654053
pheno_742	4	13	45886189	46886189	46294191,46040082,46670575,46209393	rs4173746,rs4169541,rs4176656,rs4171105	0.4391747370087047	0.43917473700870474
pheno_743	3	13	39669607	40669607	40600733,39692411,40220676	rs4155454,rs4151952,rs4154429	0.7938727324278977	0.7938727324278978
pheno_744	3	8	14029628	15029628	14769924,14409339,14685793	rs2437429,rs2432854,rs2435043	0.07053416452415272	0.07053416452415273
pheno_745	4	4	107394600	108394600	108037763,107872444,107470252,107732393	rs1184224,rs1181401,rs1176288,rs1179009	0.023975046498347807	0.023975046498347793
pheno_746	5	1	180323635	181323635	181201339,180785687,181305820,181275286,180938116	rs185720,rs181708,rs191759,rs188090,rs183578	0.07698316342859325	0.07698316342859324
pheno_747	2	10	19253180	20253180	19940632,19431111	rs3111529,rs3103152	0.016782860068528197	0.016782860068528197
pheno_748	2	7	65330949	66330949	65452063,65364367	rs2200491,rs2198391	0.4538500016070255	0.4538500016070254
pheno_749	4	11	90668375	91668375	91231882,90926271,90802875,91397941	rs3687712,rs3685229,rs3684380,rs3691994	0.025044941800087393	0.025044941800087397
pheno_750	5	20	41962826	42962826	42608192,42004542,42114896,42355561,42881177	rs6872956,rs6855866,rs6858490,rs6861749,rs6883044	0.07829528253177137	0.07829528253177134
pheno_751	2	20	10041341	11041341	10581133,10469120	rs6702519,rs6696077	0.047098231384720315	0.047098231384720336
pheno_752	2	3	111688502	112688502	112319752,111900445	rs810834,rs806461	0.027839899507970233	0.027839899507970244
pheno_753	2	8	18781467	19781467	19084479,18851759	rs2451720,rs2448399	0.07447059212797683	0.07447059212797684
pheno_754	3	2	14555008	15555008	14608680,14941092,14711658	rs274346,rs278007,rs276638	0.6922243679480898	0.6922243679480898
pheno_755	2	13	14695516	15695516	15619719,14904753	rs4125919,rs4125560	0.030908940275726278	0.03090894027572628
pheno_756	1	11	12882173	13882173	13313752	rs3522673	0.08090727451476634	0.08090727451476636
pheno_757	3	15	90030049	91030049	90136174,90493631,90076964	rs5168997,rs5171998,rs5166344	0.7260286730845467	0.7260286730845468
pheno_758	4	22	30311528	31311528	30549001,31214758,31228420,30581300	rs7573227,rs7578605,rs7579386,rs7576739	0.02632301886727446	0.026323018867274454
pheno_759	5	19	34252758	35252758	34580988,34653688,34964248,35199554,34517149	rs6560351,rs6565754,rs6567181,rs6568974,rs6558143	0.3196355668271908	0.3196355668271908
pheno_760	4	10	67545913	68545913	67828517,67568307,67794630,68277295	rs3261087,rs3248260,rs3259016,rs3263821	0.03154663835483666	0.03154663835483667
pheno_761	3	5	137936024	138936024	138932134,138907452,138335268	rs1612465,rs1610338,rs1606899	0.468133857742141	0.468133857742141
pheno_762	1	17	60879076	61879076	61672853	rs5909208	0.023090875085644877	0.023090875085644877
pheno_763	2	2	109135764	110135764	109661682,110130169	rs446550,rs450318	0.023694729617780713	0.02369472961778071
pheno_764	1	19	31900947	32900947	32079788	rs6538107	0.02302375549608306	0.02302375549608306
pheno_765	2	3	14784451	15784451	15739431,15472070	rs630940,rs629090	0.09125143692512953	0.09125143692512953
pheno_766	4	3	26700231	27700231	27105369,26951939,26827058,27424779	rs683525,rs680756,rs678006,rs685036	0.021533132968016094	0.021533132968016094
pheno_767	4	4	21408339	22408339	21788791,21958527,22171876,21934811	rs1039932,rs1042589,rs1044470,rs1041323	0.044789688143877605	0.044789688143877605
pheno_768	2	16	50136565	51136565	50725919,50772971	rs5359990,rs5363162	0.09515179288549544	0.09515179288549543
pheno_769	2	2	21705445	22705445	22511284,22146716	rs296027,rs293462	0.28817590437813867	0.28817590437813867
pheno_770	3	8	14134403	15134403	14969191,14329992,14230690	rs2438928,rs2430170,rs2426479	0.07950118191216884	0.07950118191216887
pheno_771	3	14	44204731	45204731	44306488,44779098,44361418	rs4564384,rs4568446,rs4567221	0.07343177563546448	0.07343177563546446
pheno_772	1	11	96880899	97880899	97860498	rs3710345	0.03297714171132958	0.03297714171132959
pheno_773	1	3	9319956	10319956	9680176	rs601675	0.07522306872039834	0.07522306872039834
pheno_774	3	17	33212343	34212343	33444457,33227355,33797818	rs5756652,rs5753972,rs5759095	0.05513343913087827	0.05513343913087829
pheno_775	4	20	42190363	43190363	42613403,42812002,43120751,42819128	rs6875141,rs6877227,rs6886055,rs6879919	0.02298515564650534	0.022985155646505342
pheno_776	2	1	231141613	232141613	231353539,231798573	rs236955,rs240949	0.037066476386819626	0.03706647638681963
pheno_777	2	22	43155187	44155187	43256361,43395157	rs7679687,rs7685293	0.058106138102499774	0.058106138102499774
pheno_778	4	11	97488141	98488141	98213383,97906643,97549702,98069921	rs3721241,rs3714302,rs3706582,rs3718502	0.057395756507512	0.05739575650751201
pheno_779	3	14	82768481	83768481	83440158,83118553,83368832	rs4699058,rs4683505,rs4691836	0.49040138929886656	0.49040138929886656
pheno_780	3	7	16580248	17580248	17099129,17522812,16631770	rs2113029,rs2115267,rs2110558	0.06329396811948095	0.06329396811948096
pheno_781	4	20	11035567	12035567	11179648,11189597,11731420,11308026	rs6705333,rs6707576,rs6715135,rs6709390	0.027142500045568164	0.02714250004556817
pheno_782	2	19	10798192	11798192	10817608,11128093	rs6380793,rs6383614	0.09089306190638008	0.0908930619063801
pheno_783	1	8	89867306	90867306	90747546	rs2614473	0.766955966014876	0.766955966014876
pheno_784	5	9	127960113	128960113	128204587,128249269,128128658,128876489,128914449	rs3015914,rs3018257,rs3014788,rs3020595,rs3021364	0.04500340110173308	0.04500340110173307
pheno_785	3	20	39875077	40875077	40220946,40493742,40292449	rs6840211,rs6845911,rs6841917	0.5979887703155804	0.5979887703155802
pheno_786	4	22	10836107	11836107	11618661,11442814,11595454,11262930	rs7434199,rs7427905,rs7430558,rs7424087	0.08487554114745244	0.08487554114745244
pheno_787	1	22	36259717	37259717	37120318	rs7611200	0.0957757462257931	0.09577574622579312
pheno_788	1	12	126393483	127393483	126394060	rs4077324	0.05235544855296783	0.05235544855296784
pheno_789	4	10	130386195	131386195	130474076,131228574,130623670,130727905	rs3476577,rs3486319,rs3479594,rs3482677	0.521487779577262	0.521487779577262
pheno_790	3	6	13528092	14528092	13676947,13938245,14490224	rs1747720,rs1750309,rs1755065	0.07111954271974584	0.07111954271974583
pheno_791	4	14	97185327	98185327	97882879,97769135,97467391,97550424	rs4747442,rs4746124,rs4743605,rs4743828	0.32615800981367526	0.32615800981367515
pheno_792	5	15	32561723	33561723	33439775,33189074,32831955,32640746,33557166	rs4927995,rs4923463,rs4920327,rs4919292,rs4930245	0.05146648966029995	0.05146648966029996
pheno_793	2	14	81542047	82542047	81830947,81652474	rs4678023,rs4675037	0.17220533102005453	0.17220533102005448
pheno_794	1	19	28444171	29444171	28472461	rs6504203	0.027652367187271463	0.027652367187271477
pheno_795	2	21	38473194	39473194	39267154,38498630	rs7360587,rs7343444	0.07507286526952218	0.0750728652695222
pheno_796	5	17	39020397	40020397	39897629,39660825,39324011,39595178,39986705	rs5852765,rs5849155,rs5834025,rs5843322,rs5855355	0.02232621839884093	0.022326218398840927
pheno_797	4	5	137719221	138719221	138198618,137857109,137802757,138169141	rs1603889,rs1599996,rs1596678,rs1602337	0.05157017017654507	0.05157017017654507
pheno_798	1	18	18108571	19108571	18427126	rs6049198	0.0648499916810051	0.0648499916810051
pheno_799	3	1	160579447	161579447	161460412,161422387,160602020	rs172670,rs170199,rs167542	0.646657358102596	0.6466573581025962
pheno_800	5	9	2176980	3176980	2552915,3093535,2851741,2184214,2926771	rs2719579,rs2735398,rs2724194,rs2707283,rs2726275	0.0036821262648654794	0.003682126264865478
pheno_801	5	9	26697020	27697020	27027714,27610907,27627544,27626942,27401794	rs2762115,rs2767316,rs2772573,rs2770408,rs2765141	0.05756558688790194	0.05756558688790195
pheno_802	2	17	38870092	39870092	38968340,39232230	rs5825841,rs5831552	0.6624848207120978	0.6624848207120977
pheno_803	5	4	7146937	8146937	7906036,7212325,7583977,7393561,7775756	rs1014869,rs1007088,rs1012420,rs1010534,rs1013703	0.6784119958939302	0.67841199589393
pheno_804	5	5	37265900	38265900	38119122,37749705,37810448,37289409,38211659	rs1422224,rs1417926,rs1420164,rs1414947,rs1424656	0.03882469343030811	0.038824693430308116
pheno_805	5	21	37076657	38076657	37753894,38012763,37343146,37529662,37649470	rs7330338,rs7336542,rs7322539,rs7325481,rs7328923	0.06426480673515984	0.06426480673515983
pheno_806	1	19	50202301	51202301	50608349	rs6626272	0.03020081169738816	0.030200811697388162
pheno_807	2	1	104569358	105569358	105023739,105543038	rs47269,rs57977	0.35920579690091836	0.35920579690091825
pheno_808	3	1	186129846	187129846	186364683,186411010,186153704	rs199879,rs201967,rs195812	0.03781533695375451	0.037815336953754525
pheno_809	4	5	56573984	57573984	57297474,57128022,56740789,57418036	rs1450659,rs1446919,rs1444003,rs1454647	0.056588291730584765	0.05658829173058476
pheno_810	4	22	22089430	23089430	23051562,22543374,23077408,22495231	rs7509469,rs7505381,rs7515238,rs7501604	0.05451290851234429	0.05451290851234428
pheno_811	1	7	97874643	98874643	98436682	rs2320966	0.011327397891664507	0.011327397891664507
pheno_812	1	10	106729996	107729996	106803385	rs3371810	0.05469584530371191	0.05469584530371189
pheno_813	2	3	86926149	87926149	87117863,87735968	rs766510,rs772844	0.09318434924321453	0.09318434924321453
pheno_814	5	13	101972635	102972635	102380874,102044991,102491776,102425469,102627808	rs4352777,rs4350204,rs4357791,rs4355070,rs4361929	0.5394662888351146	0.5394662888351147
pheno_815	3	4	177533806	178533806	177857073,177595745,178327203	rs1309625,rs1308764,rs1310368	0.05832562866018141	0.0583256286601814
pheno_816	2	7	4886555	5886555	5631899,4936546	rs2078179,rs2075951	0.0061375485482728556	0.0061375485482728556
pheno_817	1	11	100151077	101151077	100448632	rs3723779	0.4600233351855463	0.4600233351855462
pheno_818	4	5	23477727	24477727	23587456,23792651,23897627,24357780	rs1369933,rs1375482,rs1377004,rs1379408	0.09484333729108164	0.09484333729108166
pheno_819	5	20	17334354	18334354	17574520,17490591,17726597,17607251,18003603	rs6738579,rs6735284,rs6741996,rs6741170,rs6743080	0.47880212508466913	0.478802125084669
pheno_820	2	4	27180364	28180364	27336139,27586364	rs1059814,rs1062537	0.09615173412054921	0.09615173412054923
pheno_821	4	15	19816700	20816700	20212213,20576195,20018447,20150290	rs4858602,rs4861427,rs4855514,rs4856439	0.07022664190370921	0.07022664190370921
pheno_822	4	4	136631717	137631717	136822224,137355643,137435884,137315606	rs1252730,rs1258311,rs1259447,rs1255352	0.06455435526753174	0.06455435526753175
pheno_823	3	6	86647609	87647609	87447552,87412868,86909106	rs1926200,rs1924587,rs1918720	0.05019519532879608	0.05019519532879608
pheno_824	1	18	41729045	42729045	41788077	rs6082347	0.07496228758455259	0.0749622875845526
pheno_825	3	14	54104964	55104964	54387810,54634025,54959113	rs4600984,rs4601778,rs4603603	0.05206710160131184	0.05206710160131185
pheno_826	5	21	23652818	24652818	24165856,24226596,23816298,23886691,24360774	rs7221032,rs7221625,rs7210805,rs7218163,rs7223007	0.04734518327988346	0.04734518327988347
pheno_827	3	2	64633032	65633032	65286384,64887786,65414313	rs383272,rs380571,rs384274	0.027646326402072725	0.027646326402072718
pheno_828	2	20	29588198	30588198	30000402,30359593	rs6790230,rs6791637	0.06028318819498449	0.06028318819498451
pheno_829	3	6	31404875	32404875	31549292,31756504,31430112	rs1792486,rs1795622,rs1789044	0.0661441223439206	0.06614412234392059
pheno_830	3	2	115426710	116426710	116060793,115951145,116340391	rs460134,rs457018,rs463204	0.3150256130469299	0.3150256130469299
pheno_831	5	6	57808345	58808345	58495623,58517032,58483061,58130741,58637192	rs1845223,rs1848529,rs1842762,rs1840662,rs1851620	0.41129246958550025	0.41129246958550025
pheno_832	5	21	6446173	7446173	6715907,7299677,7159198,6565945,7173862	rs7015216,rs7022269,rs7019361,rs7012250,rs7020670	0.07955813805074424	0.07955813805074424
pheno_833	2	16	41077694	42077694	41518835,41737834	rs5333495,rs5334215	0.29747096475379	0.29747096475378987
pheno_834	2	8	14427907	15427907	15418311,15310818	rs2445011,rs2441494	0.0025973462793939025	0.0025973462793939016
pheno_835	3	21	5945055	6945055	6518373,6238899,6209636	rs7009436,rs7007238,rs7002332	0.021290446887826674	0.021290446887826674
pheno_836	1	20	26691167	27691167	27622819	rs6776005	0.08291891591027079	0.08291891591027076
pheno_837	5	3	167820714	168820714	167922549,168266862,168089158,168780510,168515632	rs924617,rs929719,rs926949,rs937781,rs933368	0.12459701861114596	0.12459701861114598
pheno_838	5	17	31164468	32164468	32033762,31502154,31202782,31792500,31409264	rs5751735,rs5747061,rs5742241,rs5749690,rs5745375	0.22196368611591283	0.22196368611591283
pheno_839	2	16	1171137	2171137	1227126,2164840	rs5224459,rs5228620	0.026419962172623334	0.02641996217262334
pheno_840	2	19	42684382	43684382	43474594,43462312	rs6595683,rs6594584	0.35088357325633146	0.35088357325633146
pheno_841	4	4	78287299	79287299	78661227,79135329,78984636,79253971	rs1123859,rs1129973,rs1126505,rs1132168	0.07716628439937394	0.07716628439937392
pheno_842	4	11	129333811	130333811	129484567,129611575,129755049,129601112	rs3781602,rs3784370,rs3787665,rs3782074	0.08506659463201913	0.0850665946320191
pheno_843	5	9	113843783	114843783	114331465,114453216,114667556,114152211,114494603	rs2978911,rs2982803,rs2990450,rs2976141,rs2986699	0.062248267185914134	0.06224826718591414
pheno_844	4	11	39917405	40917405	40128732,40676990,40242857,40789118	rs3592166,rs3600499,rs3595870,rs3603363	0.011677884445906807	0.01167788444590681
